molecule_chembl_id,canonical_smiles,standard_value,standard_value_M,pIC50
CHEMBL538283,CCc1cccc(N(C)C(=N)Nc2cccc(Br)c2)c1.Cl,40.0,4e-08,7.397940008672037
CHEMBL421446,CCCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,13.0,1.3e-08,7.886056647693163
CHEMBL39163,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,119.0,1.1900000000000001e-07,6.924453038607469
CHEMBL38565,O=c1cc(-c2ccc(F)cc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,95.0,9.5e-08,7.022276394711152
CHEMBL129521,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1,158.0,1.58e-07,6.801342913045577
CHEMBL543431,CCc1cccc(NC(=N)Nc2ccc(Cl)c(Cl)c2)c1.Cl,31.8,3.18e-08,7.497572880015567
CHEMBL543896,CCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,110.0,1.1e-07,6.958607314841775
CHEMBL1400945,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,21300.0,2.1300000000000003e-05,4.671620396561262
CHEMBL2391368,O=C(CN1CCN(C2CCCC2)CC1)NC1CCCCC1,430.0,4.3e-07,6.366531544420414
CHEMBL195781,O=Cn1ccnc1N(CCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,100.0,1.0000000000000001e-07,7.0
CHEMBL119698,O=C1c2ccccc2C(=O)N1CCN1C2CCC1c1c([nH]c3ccccc13)C2,8085.0,8.085e-06,5.09231997575758
CHEMBL553745,CN(C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,3.47,3.47e-09,8.459670525209127
CHEMBL2204678,c1ccc(C(c2ccc(CCCN3CCNCC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,42.0,4.2000000000000006e-08,7.376750709602099
CHEMBL366459,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)=CCC2,53.5,5.35e-08,7.2716462179787715
CHEMBL195304,O=C1[C@H]2Cc3ccccc3CN2C(=O)N1CCN1CCCCC1,6.6,6.6e-09,8.18045606445813
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,954.99,9.5499e-07,6.020001176026261
CHEMBL159608,Fc1ccc(C(OCCN2CCN(CCCc3cccnc3)CC2)c2ccc(F)cc2)cc1,79.0,7.9e-08,7.102372908709558
CHEMBL293059,N=C(Nc1ccccc1F)NC12CC3CC(CC(C3)C1)C2,8.0,8e-09,8.096910013008056
CHEMBL542959,CCc1cccc(NC(=N)Nc2cc(Cl)cc(Cl)c2)c1.Cl,69.9,6.990000000000001e-08,7.155522824254319
CHEMBL79437,CCCc1cccc(NC(=N)Nc2cccc(CCC)c2)c1,42.0,4.2000000000000006e-08,7.376750709602099
CHEMBL129768,O[C@H](CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,28.0,2.8000000000000006e-08,7.552841968657781
CHEMBL81070,N=C(Nc1ccc(Br)cc1)Nc1ccc(Br)cc1,33.0,3.3000000000000004e-08,7.481486060122112
CHEMBL545310,CCc1cccc(NC(=N)Nc2ccccc2Cl)c1.Cl,15.9,1.59e-08,7.798602875679548
CHEMBL543192,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(CC)c2Br)c1.Cl,203.0,2.03e-07,6.692503962086787
CHEMBL195573,CN(CCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)c1ccccc1,100.0,1.0000000000000001e-07,7.0
CHEMBL326263,N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,702.0,7.02e-07,6.153662887870195
CHEMBL2391376,C[C@@H]1[C@@H](NC(=O)CN2CCN(C3CCCCC3)CC2)C[C@H]2C[C@@H]1C2(C)C,180.0,1.8000000000000002e-07,6.7447274948966935
CHEMBL554388,Cl.c1csc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)c1,7.079,7.079e-09,8.15002808767115
CHEMBL442356,Cc1cc(F)ccc1/N=C(\N)NC12CC3CC(CC(C3)C1)C2,3.2,3.2e-09,8.494850021680094
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,52.48,5.248e-08,7.280006173632396
CHEMBL42055,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,14.79,1.479e-08,7.830031826003108
CHEMBL365754,CN(CCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,3.9,3.9e-09,8.4089353929735
CHEMBL291300,O=c1cc(-c2ccccc2)oc2c(OCCCCCCN3CCC(O)CC3)cccc12,36.0,3.6000000000000005e-08,7.443697499232712
CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,868.0,8.680000000000001e-07,6.061480274823508
CHEMBL113956,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,482.0,4.82e-07,6.31695296176115
CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,54.0,5.4e-08,7.267606240177032
CHEMBL424125,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)CCC2,64.1,6.41e-08,7.193141970481182
CHEMBL542478,CCc1cccc(NC(=N)N(C)c2cc(CC)ccc2Cl)c1.Cl,156.0,1.5600000000000002e-07,6.806875401645538
CHEMBL39584,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ncccn3)cc12,1630.0,1.63e-06,5.787812395596042
CHEMBL435211,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1F,400.0,4.0000000000000003e-07,6.3979400086720375
CHEMBL543434,CCc1cccc(NC(=N)N(C)c2cccc(CC)c2)c1.Cl,82.0,8.2e-08,7.086186147616283
CHEMBL195677,CN(C)CCCN1CCN(CCCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)CC1,100.0,1.0000000000000001e-07,7.0
CHEMBL1200406,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,1158.0,1.158e-06,5.936291440608582
CHEMBL54661,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.239,2.239e-09,8.64994590642097
CHEMBL35828,CN(C)CCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,334.0,3.34e-07,6.476253533188435
CHEMBL39203,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,194.0,1.9400000000000002e-07,6.7121982700697735
CHEMBL553561,Cl.c1ccc2c(c1)CC[C@H]1CN(C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)CC[C@@H]21,2.291,2.291e-09,8.639974910810603
CHEMBL607273,CN(C(=O)CSc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,200.0,2.0000000000000002e-07,6.698970004336019
CHEMBL104622,CN(C)C1CCc2ccccc2C(c2ccccc2)C1,85.11,8.511e-08,7.070019409484486
CHEMBL329623,N=C(N1CCCc2ccccc21)N1CCCc2ccccc21,1370.0,1.37e-06,5.863279432843593
CHEMBL301642,CC(=O)OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,227.0,2.27e-07,6.6439741428068775
CHEMBL91791,N=C(Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,92.0,9.2e-08,7.036212172654444
CHEMBL90975,N=C(NCc1ccccc1)Nc1cccc2ccccc12,140.0,1.4e-07,6.853871964321762
CHEMBL543664,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(C(F)(F)F)c2Br)c1.Cl,221.0,2.21e-07,6.655607726314889
CHEMBL339638,CCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,9.0,9.000000000000001e-09,8.045757490560675
CHEMBL129452,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1,0.5,5e-10,9.30102999566398
CHEMBL39480,CC(C)Cc1cc(=O)c2cc(OCCCCCN3CCC(O)CC3)ccc2o1,139.0,1.3900000000000001e-07,6.856985199745905
CHEMBL119485,C(=C/c1ccccc1)\CN1C2CCC1c1c([nH]c3ccccc13)C2,133.0,1.33e-07,6.876148359032914
CHEMBL544142,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(S(C)(=O)=O)c2Br)c1.Cl,3378.0,3.378e-06,5.47134035476501
CHEMBL555052,COc1ccc(CC(C)N)cc1OCCc1ccccc1.Cl,1000.0,1.0000000000000002e-06,6.0
CHEMBL542491,CCc1cccc(NC(=N)Nc2cccc(Cl)c2Cl)c1.Cl,13.3,1.3300000000000002e-08,7.876148359032914
CHEMBL556021,CC(C)(C)/N=C(\N)Nc1ccccc1I.Cl,21.1,2.1100000000000004e-08,7.675717544702307
CHEMBL294144,COc1cccc2c1CCC(=O)N2CCCN1CCN(c2cccc(Cl)c2)CC1,47.0,4.7000000000000004e-08,7.327902142064283
CHEMBL310003,N=C(Nc1ccccc1I)NC1CC2CCC1C2,5.0,5e-09,8.301029995663981
CHEMBL172161,COc1ccccc1N1CCN(CCCC2=CCCc3c(OC)cccc32)CC1,33.0,3.3000000000000004e-08,7.481486060122112
CHEMBL38152,Fc1ccc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,37.0,3.7e-08,7.431798275933005
CHEMBL39809,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCC(O)CC3)ccc12,45.0,4.5000000000000006e-08,7.346787486224656
CHEMBL1744011,Cl.c1ccc(CN2CCC3(CCCCc4ccccc43)CC2)cc1,6.761,6.761000000000001e-09,8.169989064063882
CHEMBL1744016,COc1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1.Cl,3.467,3.467e-09,8.460046158343603
CHEMBL78306,N=C(Nc1cccc2c1CCCC2)Nc1cccc2c1CCCC2,59.0,5.900000000000001e-08,7.229147988357855
CHEMBL82078,CC(C)c1cccc(NC(=N)Nc2cccc(C(C)C)c2)c1,96.0,9.600000000000001e-08,7.017728766960431
CHEMBL954,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,29.0,2.9e-08,7.5376020021010435
CHEMBL62,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,389.05,3.890500000000001e-07,6.409994580348671
CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,426.0,4.2600000000000003e-07,6.370590400897281
CHEMBL420979,Cc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,1860.0,1.86e-06,5.730487055782084
CHEMBL607158,CN(C(=O)/C=C/c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,3650.0,3.65e-06,5.437707135543525
CHEMBL80081,CCCCNC(=N)NCCCC,750.0,7.5e-07,6.1249387366083
CHEMBL91222,COc1cccc(NC(=N)Nc2cccc(OC)c2)c1,351.0,3.51e-07,6.454692883534176
CHEMBL493677,CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,20.0,2e-08,7.698970004336019
CHEMBL275707,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,1480.0,1.48e-06,5.8297382846050425
CHEMBL140406,COc1cccc2c1CCC/C2=C\CCN1CCN(c2ccccn2)CC1,99.1,9.91e-08,7.003926345514724
CHEMBL119811,Fc1ccc(OCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,55.0,5.5e-08,7.259637310505756
CHEMBL38665,O=c1cc(-c2ccccc2)oc2cccc(OCCCN3CCC(O)CC3)c12,125.0,1.2500000000000002e-07,6.903089986991944
CHEMBL115249,CCOc1ccc(CCOC(=O)N2CCN(CCCc3ccccc3)CC2)cc1,2170.0,2.17e-06,5.663540266151471
CHEMBL118665,c1ccc(CCN2C3CCC2c2c(n(Cc4ccccc4)c4ccccc24)C3)cc1,482.0,4.82e-07,6.31695296176115
CHEMBL544054,C/C(=N\C1CCCCC1)Nc1ccccc1C.Cl,9.0,9.000000000000001e-09,8.045757490560675
CHEMBL288933,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCC(O)CC3)ccc12,33.0,3.3000000000000004e-08,7.481486060122112
CHEMBL78777,CCc1cccc(NC(=N)Nc2cccc(CC)c2)c1,8.0,8e-09,8.096910013008056
CHEMBL78411,CC(C)(C)c1ccccc1NC(=N)Nc1ccccc1C(C)(C)C,356.0,3.56e-07,6.448550002027125
CHEMBL606834,COc1ccccc1CC(=O)N(C)[C@@H]1CCCC[C@@H]1N1CCCC1,208.0,2.08e-07,6.681936665037238
CHEMBL172363,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)CCC2,92.8,9.28e-08,7.032452023781138
CHEMBL544144,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2Br)c1.Cl,205.0,2.0500000000000002e-07,6.688246138944246
CHEMBL37138,O=c1cc(-c2ccccc2Cl)oc2ccc(OCCCCCCN3CCCCC3)cc12,60.0,6.000000000000002e-08,7.221848749616356
CHEMBL312588,Cc1cc([N+](=O)[O-])ccc1/N=C(/N)Nc1cccc(O)c1,118.0,1.1800000000000001e-07,6.928117992693875
CHEMBL606891,CN(C(=O)c1cccc2ccccc12)[C@H]1CCCC[C@H]1N1CCCC1,2593.0,2.593e-06,5.586197483230649
CHEMBL545249,CN(C)C1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1.Cl,1.4,1.4e-09,8.853871964321762
CHEMBL2391539,CC(C(=O)NCCC1CCCCCCC1)N1CCN(C(=O)C2CCCCC2)CC1,11600.0,1.16e-05,4.935542010773082
CHEMBL607391,CN(C(=O)Cc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,1155.0,1.1550000000000002e-06,5.937418015771837
CHEMBL412429,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCN3CCC(O)CC3)c12,54.0,5.4e-08,7.267606240177032
CHEMBL38294,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCCCN3CCC(O)CC3)c12,36.0,3.6000000000000005e-08,7.443697499232712
CHEMBL194687,CN(CCCCc1ccccc1)CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O,3.2,3.2e-09,8.494850021680094
CHEMBL412640,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,55.0,5.5e-08,7.259637310505756
CHEMBL133847,CCCNC1Cc2ccccc2C(c2ccccc2)C1,58.88,5.8880000000000015e-08,7.230032198670558
CHEMBL293364,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccc(F)cc1,100.0,1.0000000000000001e-07,7.0
CHEMBL81678,N=C(Nc1cccc(I)c1)Nc1cccc(I)c1,125.0,1.2500000000000002e-07,6.903089986991944
CHEMBL126437,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(F)cc1,23.0,2.3e-08,7.638272163982407
CHEMBL174300,COc1ccccc1N1CCN(CC/C=C2\CCCc3ccccc32)CC1,55.0,5.5e-08,7.259637310505756
CHEMBL118276,CN1C2CCC1c1c([nH]c3ccccc13)C2,2650.0,2.65e-06,5.576754126063192
CHEMBL115652,O=C1NCN(c2ccccc2)C12CCN(Cc1cc3c(cc1Cl)OCO3)CC2,581.0,5.81e-07,6.235823867609669
CHEMBL119804,c1ccc(CCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,234.0,2.34e-07,6.6307841425898575
CHEMBL194694,CN(CCCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)CCc1ccccc1,29.5,2.9500000000000006e-08,7.530177984021837
CHEMBL553747,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(C(F)(F)F)c2Br)c1.Cl,224.0,2.2400000000000002e-07,6.649751981665837
CHEMBL1744003,Cc1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1.Cl,1.413,1.413e-09,8.849857838151442
CHEMBL545079,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(C(F)(F)F)c2Cl)c1.Cl,200.0,2.0000000000000002e-07,6.698970004336019
CHEMBL412674,Cc1ccccc1NC(=N)N(C)c1ccccc1C,6280.0,6.28e-06,5.202040356262804
CHEMBL936,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,256.0,2.56e-07,6.59176003468815
CHEMBL415284,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,735.0,7.350000000000001e-07,6.133712660915805
CHEMBL607210,CN(C(=O)COc1cc(Cl)c(Cl)cc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,128.0,1.28e-07,6.892790030352131
CHEMBL119725,O=C1c2ccccc2C(=O)N1CCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2,836.0,8.36e-07,6.077793722560983
CHEMBL332035,c1ccc(CCCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,107.0,1.07e-07,6.97061622231479
CHEMBL543123,Br.NC1=NCCN1c1ccccc1,3500.0,3.5000000000000004e-06,5.455931955649724
CHEMBL38322,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCOCC3)cc12,713.0,7.13e-07,6.146910470148135
CHEMBL91946,CN(C(=N)Nc1cccc2ccccc12)c1cccc(N)c1,2700.0,2.7e-06,5.568636235841013
CHEMBL545760,CCCNC(C)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,10.0,1e-08,8.0
CHEMBL81773,Cc1ccccc1/N=C(\N)NC1CC2CCC1C2,7.7,7.700000000000001e-09,8.113509274827518
CHEMBL38585,CN(C)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,432.0,4.32e-07,6.364516253185088
CHEMBL544842,CCc1cccc(NC(=N)Nc2cccc(Br)c2)c1.Cl,10.3,1.03e-08,7.987162775294828
CHEMBL142337,C[C@@H]1CN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)[C@@H](C)CN1CCOC(c1ccc(F)cc1)c1ccc(F)cc1,3640.0,3.64e-06,5.438898616350944
CHEMBL81735,Cc1ccccc1/N=C(/N)Nc1ccccc1[N+](=O)[O-],113.0,1.13e-07,6.94692155651658
CHEMBL142953,c1ccc(CCCN2CCCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,26.0,2.6e-08,7.585026652029182
CHEMBL540831,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2F)c1.Cl,79.0,7.9e-08,7.102372908709558
CHEMBL129695,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1Cl,105.0,1.05e-07,6.978810700930062
CHEMBL91713,CCc1cccc(NC(=N)Nc2cccc3ccccc23)c1,54.0,5.4e-08,7.267606240177032
CHEMBL1743994,Cl.c1csc(CN2CCC3(CCCc4ccccc43)CC2)c1,6.31,6.31e-09,8.199970640755867
CHEMBL128717,CCCN(CCC)C(CC)Cc1ccc(OC)c(OCCc2ccccc2)c1,5.7,5.7000000000000006e-09,8.244125144327509
CHEMBL553749,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2Br)c1.Cl,19.6,1.9600000000000003e-08,7.707743928643524
CHEMBL430455,N=C(Nc1cccc2ccccc12)NC1Cc2ccccc2C1,240.0,2.400000000000001e-07,6.619788758288394
CHEMBL1743996,C=CCCN1CCC2(CCCc3ccccc32)CC1.Cl,6.607,6.607000000000001e-09,8.179995693191682
CHEMBL536782,Cc1ccccc1/N=C(/N)Nc1cccc(O)c1.Cl,207.0,2.0700000000000001e-07,6.684029654543083
CHEMBL2204677,c1ccc(CN2CCN(CCCc3ccc(C(c4ccccc4)C45CC6CC(CC(C6)C4)C5)cc3)CC2)cc1,36.1,3.6100000000000006e-08,7.442492798094342
CHEMBL61304,Fc1cnc(N2CCN(CCCCc3ccc(F)c4ccccc34)CC2)nc1,213.0,2.1300000000000001e-07,6.671620396561262
CHEMBL606783,CN(C(=O)Cc1c(Cl)cccc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,1385.0,1.385e-06,5.858550226599533
CHEMBL2391359,CCN1CCN(CC(=O)N(C)C2CCCC2)CC1C,1200.0,1.2000000000000002e-06,5.920818753952375
CHEMBL142617,Fc1ccc(C(OCCN2CCNCC2)c2ccc(F)cc2)cc1,965.0,9.65e-07,6.015472686656207
CHEMBL557002,CC12CC3CC(C)(C1)CC(/N=C(\N)Nc1ccccc1/C=C/c1ccccc1)(C3)C2.Cl,970.0,9.7e-07,6.013228265733755
CHEMBL540331,CCCNC(CCC(C)C)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,1.8,1.8e-09,8.744727494896694
CHEMBL539549,CCc1cccc(N(C)C(=N)Nc2ccc(Cl)cc2)c1.Cl,45.7,4.5700000000000006e-08,7.34008379993015
CHEMBL194738,CN(CCCCCc1ccccc1)CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O,2.9,2.9e-09,8.537602002101044
CHEMBL543196,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(SC)c2Br)c1.Cl,113.0,1.13e-07,6.94692155651658
CHEMBL196385,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCN1CCN(CCO)CC1,100.0,1.0000000000000001e-07,7.0
CHEMBL543134,Br.CN(C)C1Cc2cc(O)c(O)cc2C(c2ccccc2)C1,34.3,3.43e-08,7.464705879957229
CHEMBL172556,COc1ccc2c(c1)C(SCCN1CCN(c3ccccc3OC)CC1)CCC2,138.0,1.3800000000000004e-07,6.860120913598763
CHEMBL90288,CN(C(=N)N(c1ccccc1)c1cccc2ccccc12)c1cccc2ccccc12,11000.0,1.1e-05,4.958607314841775
CHEMBL159320,Fc1ccc(C(OCCN2CCN(C/C=C/c3cccs3)CC2)c2ccc(F)cc2)cc1,41.0,4.1e-08,7.387216143280264
CHEMBL88161,CN(C(=N)N(C)c1cccc2ccccc12)c1cccc2ccccc12,10700.0,1.07e-05,4.97061622231479
CHEMBL2391378,CC(C)N1CCCN(CC(=O)N[C@H](C)C(C)(C)C)CC1,11800.0,1.18e-05,4.928117992693875
CHEMBL339253,CCCCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,170.0,1.7000000000000001e-07,6.769551078621726
CHEMBL340275,CCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,150.0,1.5000000000000002e-07,6.823908740944319
CHEMBL82247,Cc1ccccc1/N=C(/N)Nc1ccccc1/C=C/c1ccccc1,920.0,9.2e-07,6.036212172654444
CHEMBL367723,COc1ccc2c(c1)C(CCCN1CCN(c3cccc(C(F)(F)F)c3)CC1)CCC2,87.5,8.750000000000002e-08,7.057991946977687
CHEMBL1628227,CN(C)CCC=C1c2ccccc2COc2ccccc21,631.0,6.310000000000001e-07,6.199970640755866
CHEMBL545212,C=CCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,1.738,1.738e-09,8.759950227887352
CHEMBL40115,O=c1cc(C2CCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,61.0,6.1e-08,7.214670164989233
CHEMBL39583,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,88.0,8.800000000000002e-08,7.055517327849832
CHEMBL286991,Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,51.0,5.1e-08,7.292429823902063
CHEMBL134215,CCCN(CCC)C1Cc2ccccc2C(c2ccccc2)C1,12.88,1.2880000000000002e-08,7.890084136976206
CHEMBL544537,Cc1ccccc1N/C(N)=N/C1CC[C@@]2(C)C(=CCC3C2CC[C@@]2(C)C3CC[C@@H]2C(C)CCCC(C)C)C1.Cl,10000.0,1e-05,5.0
CHEMBL543200,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(Br)c2Cl)c1.Cl,494.0,4.940000000000001e-07,6.306273051076353
CHEMBL89811,CCc1cccc(N(C)C(=N)N(C)c2cccc3ccccc23)c1,1210.0,1.21e-06,5.91721462968355
CHEMBL340532,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,281.0,2.8100000000000004e-07,6.55129368009492
CHEMBL1743995,Cl.Clc1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,6.761,6.761000000000001e-09,8.169989064063882
CHEMBL1089752,CN(CCCN1C(=O)[C@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,1000.0,1.0000000000000002e-06,6.0
CHEMBL143750,c1ccc(CCCN2CCNCC2)cc1,109.0,1.0900000000000001e-07,6.962573502059376
CHEMBL128860,CCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,2.1,2.1e-09,8.67778070526608
CHEMBL543427,CCc1cccc(NC(=N)Nc2cc(SC)cc(CC)c2Cl)c1.Cl,15.8,1.5800000000000006e-08,7.801342913045577
CHEMBL555698,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2Cl)c1.Cl,97.0,9.700000000000001e-08,7.013228265733755
CHEMBL543839,Cl.N=C(NC1C2CC3CC(C2)CC1C3)NC1C2CC3CC(C2)CC1C3,203.0,2.03e-07,6.692503962086787
CHEMBL2023828,c1ccc(C(c2ccc(N3CCOCC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,100.0,1.0000000000000001e-07,7.0
CHEMBL413257,N=C(Nc1cccc(F)c1)NC12CC3CC(CC(C3)C1)C2,13.0,1.3e-08,7.886056647693163
CHEMBL540841,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2F)c1.Cl,23.9,2.39e-08,7.621602099051862
CHEMBL545471,Br.CNC(=N)NC,100000.0,0.0001,4.0
CHEMBL607157,CN(C(=O)COc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,1247.0,1.247e-06,5.904133546521457
CHEMBL607452,CN(C(=O)Cc1cc(Cl)c(Cl)cc1[N+](=O)[O-])[C@@H]1CCCC[C@@H]1N1CCCC1,5952.0,5.952000000000001e-06,5.225337077462178
CHEMBL314710,N=C(Nc1cccc2ccccc12)N1CCCCCC1,1410.0,1.41e-06,5.85078088734462
CHEMBL1788382,CC(C)=CCN1CCC2(CCc3ccccc32)CC1.Cl,1.175,1.1750000000000002e-09,8.929962133392245
CHEMBL38809,CN(CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1)Cc1ccccc1,52.0,5.2e-08,7.2839966563652
CHEMBL108241,COc1ccccc1N1CCN(CCNC2CCCc3c(OC)cccc32)CC1,151.0,1.5100000000000004e-07,6.82102305270683
CHEMBL315051,N=C(Nc1cccc2c1CCC2)Nc1cccc2c1CCC2,29.0,2.9e-08,7.5376020021010435
CHEMBL105645,CN(C)C1Cc2cc(O)c(O)cc2C(c2ccccc2)C1,6.166,6.166e-09,8.20999647960951
CHEMBL67388,C/C(=N\C12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(C3)C1)C2,16.0,1.6e-08,7.795880017344075
CHEMBL38514,O=c1cc(-c2cccc(Cl)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,156.0,1.5600000000000002e-07,6.806875401645538
CHEMBL553074,CC12CC3CC(C)(C1)CC(/N=C(\N)Nc1ccccc1I)(C3)C2.Cl,16.0,1.6e-08,7.795880017344075
CHEMBL2112760,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1C,897.0,8.97e-07,6.047207556955908
