molecule_chembl_id,canonical_smiles,standard_value,standard_value_M,pIC50
CHEMBL542486,CCc1cccc(N(C)C(=N)N(C)c2cc(Br)ccc2Br)c1.Cl,381.0,3.8100000000000004e-07,6.419075024324381
CHEMBL2023827,c1ccc(C(c2ccc(N3CCNCC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,12.4,1.2400000000000002e-08,7.906578314837765
CHEMBL300351,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccc(F)cc1,1520.0,1.52e-06,5.818156412055227
CHEMBL126738,CCCN(CCC)CCC(=O)c1ccccc1,1250.0,1.25e-06,5.903089986991944
CHEMBL538754,C/C(=N\c1ccccc1C)Nc1ccccc1C.Cl,15.0,1.5000000000000002e-08,7.823908740944319
CHEMBL60872,NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12,215.0,2.15e-07,6.667561540084395
CHEMBL2391365,CCCCC(C(=O)NC1CCCCC1)N1CCNCC1,11500.0,1.15e-05,4.939302159646388
CHEMBL116710,CN(CCc1ccc(Cl)c(Cl)c1)CCN1C2CCC1c1c([nH]c3ccccc13)C2,509.0,5.09e-07,6.293282217663242
CHEMBL3,CN1CCC[C@H]1c1cccnc1,10000.0,1e-05,5.0
CHEMBL40278,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCC(O)C3)cc12,86.0,8.6e-08,7.0655015487564325
CHEMBL543101,C=CCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,4.571,4.571e-09,8.33998877871067
CHEMBL607392,CN(C(=O)Cc1cccc([N+](=O)[O-])c1)[C@@H]1CCCC[C@@H]1N1CCCC1,1609.0,1.6090000000000002e-06,5.793443955900971
CHEMBL39638,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCN3CCC(O)CC3)cc12,142.0,1.42e-07,6.847711655616943
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,97.0,9.700000000000001e-08,7.013228265733755
CHEMBL285541,c1ccc2c3c([nH]c2c1)CC1CCC3N1,5000.0,5e-06,5.301029995663981
CHEMBL81539,N=C(Nc1ccccc1C(F)(F)F)Nc1ccccc1C(F)(F)F,215.0,2.15e-07,6.667561540084395
CHEMBL26320,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,17.0,1.7e-08,7.769551078621726
CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,773.0,7.73e-07,6.111820506081675
CHEMBL543120,CCCCCCCCN=C(NC1CCCCC1)NC1CCCCC1.Cl,238.0,2.3800000000000001e-07,6.623423042943488
CHEMBL2391364,CCCCN(CCC)C(=O)CN1CCNCC1,16300.0,1.63e-05,4.787812395596042
CHEMBL125913,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,25.0,2.5e-08,7.602059991327962
CHEMBL36928,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,119.0,1.1900000000000001e-07,6.924453038607469
CHEMBL276500,CCCN1CCCC(c2cccc(O)c2)C1,76.0,7.6e-08,7.119186407719209
CHEMBL37470,COc1c(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,93.0,9.300000000000001e-08,7.031517051446065
CHEMBL127720,CCCN(CCC)C(C)Cc1ccc(OC)c(OCCc2ccccc2)c1,12.0,1.2000000000000002e-08,7.920818753952375
CHEMBL175300,COc1cccc2c1CCC=C2CCCN1CCN(c2ccccn2)CC1,52.0,5.2e-08,7.2839966563652
CHEMBL11311,COc1ccc(CCN2CCCC2)cc1OCCc1ccccc1.O=C(O)C(=O)O,110.0,1.1e-07,6.958607314841775
CHEMBL542470,CCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC.Cl,30.0,3.0000000000000004e-08,7.522878745280337
CHEMBL544281,CC(C)=CCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,1.175,1.1750000000000002e-09,8.929962133392245
CHEMBL313649,N=C(Nc1cccc2ccccc12)N(c1ccccc1)c1cccc2ccccc12,7930.0,7.93e-06,5.100726812682396
CHEMBL57297,O=C(OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccccc1,3500.0,3.5000000000000004e-06,5.455931955649724
CHEMBL542487,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2Cl)c1.Cl,4.5,4.5000000000000014e-09,8.346787486224656
CHEMBL444590,COc1cccc2c1CCCC2CCCN1CCN(c2ccccn2)CC1,67.5,6.75e-08,7.170696227168975
CHEMBL288623,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(n4c(O)nc5ccccc54)CC3)cc12,369.0,3.6900000000000004e-07,6.432973633840939
CHEMBL543673,CCc1cccc(N(C)C(=N)Nc2cc(Cl)ccc2Cl)c1.Cl,28.5,2.85e-08,7.54515513999149
CHEMBL841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,628.0,6.280000000000001e-07,6.202040356262804
CHEMBL40016,O=c1cc(-c2ccccc2)oc2cccc(OCCCCN3CCC(O)CC3)c12,58.0,5.8e-08,7.236572006437063
CHEMBL282433,Cc1ccccc1NC(=N)Nc1ccccc1C,32.0,3.2e-08,7.494850021680094
CHEMBL538052,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(CC)c2Cl)c1.Cl,309.0,3.090000000000001e-07,6.510041520575165
CHEMBL130357,O=C(CCN1CC=C(c2ccccc2)CC1)c1ccccc1,8.0,8e-09,8.096910013008056
CHEMBL2391381,CC(=O)N1CCCN(CCC(=O)NC2CCCCCC2)CC1,18000.0,1.8e-05,4.7447274948966935
CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,100000.0,0.0001,4.0
CHEMBL81835,Cc1ccccc1/N=C(\N)NC12CC3CC(CC(C3)C1)C2,8.0,8e-09,8.096910013008056
CHEMBL544748,CCCCN1CC[C@H]2c3cc(C)cc(C)c3CC[C@H]2C1.Cl,2.042,2.0419999999999998e-09,8.689944262249108
CHEMBL2093876,CN1CC[C@@H]2c3ccccc3CC[C@H]2C1.Cl,446.68,4.4668000000000003e-07,6.350003492533959
CHEMBL540274,Cl.c1ccc(CCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,0.3236,3.236e-10,9.489991487059765
CHEMBL2093874,CCCCN1CC[C@@H]2c3ccccc3CC[C@H]2C1.Cl,3.09,3.09e-09,8.510041520575164
CHEMBL446358,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)c(F)c1,235.0,2.3500000000000005e-07,6.628932137728263
CHEMBL18786,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,181.97,1.8197e-07,6.740000204918113
CHEMBL553167,CCc1cccc(NC(=N)N(C)c2cc(Cl)ccc2Cl)c1.Cl,64.0,6.4e-08,7.1938200260161125
CHEMBL538290,CCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1.Cl,1000.0,1.0000000000000002e-06,6.0
CHEMBL1744005,Cl.c1ccc2c(c1)CCC21CCN(CC2CCCO2)CC1,3.162,3.162e-09,8.500038134403809
CHEMBL540326,CCc1cccc(N(C)C(=N)Nc2cc(Cl)cc(C(F)(F)F)c2Cl)c1.Cl,110.0,1.1e-07,6.958607314841775
CHEMBL126684,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(Br)cc1,66.0,6.600000000000002e-08,7.180456064458132
CHEMBL2391371,CC(C)(C)CCNC(=O)CN1CCNCC1,18800.0,1.88e-05,4.72584215073632
CHEMBL439859,O=C1N(CCN2CCCCC2)C[C@@H]2Cc3ccccc3CN12,54.0,5.4e-08,7.267606240177032
CHEMBL312600,N=C(Nc1ccccc1I)Nc1ccccc1I,13.0,1.3e-08,7.886056647693163
CHEMBL143846,NCCCCNCCOC(c1ccccc1)c1ccccc1,10000.0,1e-05,5.0
CHEMBL127067,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Br)cc1,100.0,1.0000000000000001e-07,7.0
CHEMBL2391382,CC(C)(C(=O)NC1CCCCC1)N1CCN(C2CCCC2)CC1,500.0,5.000000000000001e-07,6.301029995663981
CHEMBL37256,O=c1cc(C2CCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,51.0,5.1e-08,7.292429823902063
CHEMBL119495,CCCN1C2CCC1c1c([nH]c3ccccc13)C2,1084.0,1.084e-06,5.964970717797632
CHEMBL545769,CCc1cccc(N(C)C(=N)Nc2cccc(SC)c2)c1.Cl,164.0,1.64e-07,6.785156151952302
CHEMBL433022,c1ccc(CCCCN2C3CCC2c2c(n(-c4ccccc4)c4ccccc24)C3)cc1,212.0,2.1200000000000002e-07,6.673664139071248
CHEMBL58282,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,504.0,5.040000000000001e-07,6.297569463554475
CHEMBL539504,COc1ccc2c(c1)C1=C(CC2)CN(C)CC1.Cl,3467.37,3.46737e-06,5.459999812689
CHEMBL539260,Cl.c1ccc(CCCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,4.266,4.266e-09,8.369979148886591
CHEMBL333840,c1ccc(CCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,81.0,8.100000000000001e-08,7.091514981121351
CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,1673.0,1.673e-06,5.776504059037605
CHEMBL542736,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2Cl)c1.Cl,17.3,1.7300000000000003e-08,7.761953896871204
CHEMBL539782,Br.N=C(NCc1ccccc1)NCc1ccccc1,90.0,9.000000000000001e-08,7.045757490560675
CHEMBL78083,CCc1ccc(NC(=N)Nc2ccc(CC)cc2)cc1,245.0,2.4500000000000004e-07,6.610833915635467
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2203.0,2.2030000000000003e-06,5.656985502849232
CHEMBL79665,Cc1ccccc1/N=C(\N)NC1CC2CCC1(C)C2(C)C,25.0,2.5e-08,7.602059991327962
CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,26280.0,2.628e-05,4.580374639112256
CHEMBL2391367,CCC(=O)N1CCN(CC(=O)NC2CCCCC2)CC1,100000.0,0.0001,4.0
CHEMBL163980,Fc1ccc(C(OCCN2CCN(CCCc3cccs3)CC2)c2ccc(F)cc2)cc1,38.0,3.8e-08,7.42021640338319
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,10000.0,1e-05,5.0
CHEMBL442395,Fc1ccc2[nH]c3c(c2c1)CN(CCCc1ccncc1)CC3,182.0,1.8200000000000002e-07,6.739928612014925
CHEMBL555890,Cl.c1ccc2c(c1)CCCC1CN(C3CCCCC3)CCC21,1.413,1.413e-09,8.849857838151442
CHEMBL310668,NC1=Nc2ccccc2-c2ccccc2N1,10000.0,1e-05,5.0
CHEMBL358758,C[C@@H]1CN(CCOC(c2ccccc2)c2ccccc2)[C@@H](C)CN1,67.0,6.7e-08,7.173925197299173
CHEMBL193662,CN(CCCc1ccccc1)CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O,13.6,1.3600000000000001e-08,7.866461091629782
CHEMBL2391540,CN(C(=O)CN1CCNCC1)C1CCCC1,100000.0,0.0001,4.0
CHEMBL280243,CC(C)c1ccccc1NC(=N)Nc1ccccc1C(C)C,88.0,8.800000000000002e-08,7.055517327849832
CHEMBL79145,ON=C(NC1CCCCC1)NC1CCCCC1,271.0,2.710000000000001e-07,6.567030709125595
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,2246.0,2.246e-06,5.648590248074561
CHEMBL348432,C[C@@H]1CN(CCCc2ccccc2)[C@@H](C)CN1CCCc1ccccc1,8.5,8.5e-09,8.070581074285707
CHEMBL441453,N=C(N1CCc2ccccc21)N1CCc2ccccc21,7180.0,7.180000000000001e-06,5.1438755557577
CHEMBL1490,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,108.0,1.08e-07,6.966576244513051
CHEMBL79186,Cc1ccccc1/N=C(/N)Nc1ccccc1I,21.0,2.1000000000000003e-08,7.67778070526608
CHEMBL990,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,3953.3,3.953300000000001e-06,5.403040227549031
CHEMBL543199,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(C(F)(F)F)c2Cl)c1.Cl,421.0,4.21e-07,6.375717904164332
CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,2610.0,2.61e-06,5.583359492661719
CHEMBL87321,CNC1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1,21.1,2.1100000000000004e-08,7.675717544702307
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,851.14,8.5114e-07,6.069998998990925
CHEMBL78928,N=C(Nc1ccccc1I)Nc1ccccc1/C=C/c1ccccc1,1200.0,1.2000000000000002e-06,5.920818753952375
CHEMBL2374421,CN([C@H]1CCCC[C@H]1N1CCCC1)S(=O)(=O)c1ccccc1,966.0,9.660000000000002e-07,6.015022873584506
CHEMBL55769,N=C(Nc1cccc(I)c1)NC12CC3CC(CC(C3)C1)C2,8.0,8e-09,8.096910013008056
CHEMBL555091,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2)c1.Cl,43.5,4.3500000000000006e-08,7.361510743045363
CHEMBL119409,OCCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2,317.0,3.1700000000000005e-07,6.498940737782249
CHEMBL4519018,CN1C2CCCC1CC(Nc1ccccc1Br)C2,84.0,8.400000000000001e-08,7.075720713938118
CHEMBL128799,CCCNC(CCC)Cc1ccc(OC)c(OCCc2ccccc2)c1,4.5,4.5000000000000014e-09,8.346787486224656
CHEMBL194796,CN(CCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,5.0,5e-09,8.301029995663981
CHEMBL26929,COc1ccccc1N1CCN(CCCC2CCCc3c(OC)cccc32)CC1,59.9,5.99e-08,7.222573177610688
CHEMBL60814,Fc1ccc(CCCCN2CCN(c3ncc(F)cn3)CC2)cc1,23.0,2.3e-08,7.638272163982407
CHEMBL2391362,CCCCN(CCC)C(=O)CN1C[C@H](C)NC[C@H]1C,7600.0,7.6e-06,5.119186407719209
CHEMBL542140,Cl.c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)nc1,16.6,1.6600000000000003e-08,7.779891911959945
CHEMBL539299,CCc1cccc(NC(=N)Nc2ccc(Cl)cc2Cl)c1.Cl,36.5,3.65e-08,7.437707135543525
CHEMBL2023824,CCN1CCN(c2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,2.9,2.9e-09,8.537602002101044
CHEMBL88146,CCc1cccc(N(C)C(=N)N(CC)c2cccc3ccccc23)c1,2290.0,2.29e-06,5.640164517660112
CHEMBL545545,CCc1cccc(N(C)C(=N)Nc2ccc(Cl)c(Cl)c2)c1.Cl,39.0,3.900000000000001e-08,7.4089353929735005
CHEMBL1196,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,238.0,2.3800000000000001e-07,6.623423042943488
CHEMBL545312,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(SC)c2Cl)c1.Cl,480.0,4.800000000000001e-07,6.318758762624412
CHEMBL1744001,CCCCCCN1CCC2(CCCc3ccccc32)CC1.Cl,2.884,2.884e-09,8.54000474395261
CHEMBL126086,COc1ccc(C(=O)CCN2CC=C(c3ccc(Cl)cc3)CC2)cc1OC,495.0,4.95e-07,6.305394801066432
CHEMBL121919,c1cc2c(cn1)CCCC2,56.0,5.600000000000001e-08,7.251811972993799
CHEMBL174083,COc1ccccc1N1CCN(CCCC2CCCc3ccsc32)CC1,9.7,9.7e-09,8.013228265733755
CHEMBL128999,CCCCCCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)NCCC,170.0,1.7000000000000001e-07,6.769551078621726
CHEMBL81594,N=C(Nc1ccccc1-c1ccccc1)Nc1ccccc1-c1ccccc1,8110.0,8.11e-06,5.090979145788844
CHEMBL128254,CCCCC(N)Cc1ccc(OC)c(OCCc2ccccc2)c1,160.0,1.6e-07,6.795880017344075
CHEMBL6224,C1=C(c2ccccc2)CCNC1,1000.0,1.0000000000000002e-06,6.0
CHEMBL37149,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCN3CCC(O)CC3)cc12,217.0,2.1700000000000002e-07,6.66354026615147
CHEMBL545689,Cl.c1coc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)c1,6.607,6.607000000000001e-09,8.179995693191682
CHEMBL88639,CN(C(=N)Nc1cccc(N)c1)c1cccc2ccccc12,13000.0,1.3e-05,4.886056647693163
CHEMBL265549,CN(C(=N)Nc1cccc([N+](=O)[O-])c1)c1cccc2ccccc12,2640.0,2.64e-06,5.578396073130169
CHEMBL545682,Cl.c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,1.82,1.82e-09,8.739928612014925
CHEMBL14376,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,64.0,6.4e-08,7.1938200260161125
CHEMBL58283,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,2.0,2e-09,8.698970004336019
CHEMBL114280,Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,328.0,3.28e-07,6.484126156288321
CHEMBL4297224,CN(C)CC1CCOC1(c1ccccc1)c1ccccc1,860.0,8.6e-07,6.0655015487564325
CHEMBL338858,CCCC(N)(CCC)Cc1ccc(OC)c(OCCc2ccccc2)c1.O=C(O)/C=C/C(=O)O,1000.0,1.0000000000000002e-06,6.0
CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,2518.0,2.5180000000000003e-06,5.598944274228156
CHEMBL542784,COc1ccc(CCN)cc1OCCc1ccccc1.Cl,1000.0,1.0000000000000002e-06,6.0
CHEMBL366167,CN(CCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,4.2,4.2e-09,8.3767507096021
CHEMBL196988,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCNCc1ccccc1,9.6,9.6e-09,8.017728766960431
CHEMBL415077,N=C(Nc1ccccc1-c1ccccc1)NC12CC3CC(CC(C3)C1)C2,300.0,3.0000000000000004e-07,6.522878745280337
CHEMBL37186,CN(C)CCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,165.0,1.65e-07,6.782516055786093
CHEMBL40113,Cc1c(C2CCCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,84.0,8.400000000000001e-08,7.075720713938118
CHEMBL177952,COc1ccc2c(c1)CCCC2CCCCN1CCC(C)CC1,11.3,1.1300000000000002e-08,7.94692155651658
CHEMBL1744017,CCCCN1CCC2(CCc3ccccc32)CC1.Cl,2.042,2.0419999999999998e-09,8.689944262249108
CHEMBL59006,NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1,52.0,5.2e-08,7.2839966563652
CHEMBL545311,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(SC)c2Br)c1.Cl,1034.0,1.034e-06,5.985479461242076
CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,3.9,3.9e-09,8.4089353929735
CHEMBL119867,c1csc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,21.0,2.1000000000000003e-08,7.67778070526608
CHEMBL2391353,O=C(CN1CCN2CCC[C@H]2C1)NC1CCCCC1,2250.0,2.25e-06,5.647817481888637
CHEMBL340587,CCCCC(Cc1ccc(OC)c(OCCc2ccccc2)c1)N(CCC)CCC,29.0,2.9e-08,7.5376020021010435
CHEMBL545777,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc([S+](C)[O-])c2Br)c1.Cl,1947.0,1.947e-06,5.710634048479968
CHEMBL289924,O=c1cc(-c2ccncc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,159.0,1.59e-07,6.798602875679548
CHEMBL2093875,COc1ccc2c(c1)[C@H]1CCN(C)C[C@@H]1CC2.Cl,338.84,3.3884e-07,6.470005326930858
CHEMBL39445,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,100.0,1.0000000000000001e-07,7.0
CHEMBL194967,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCN1CCN(Cc2ccccc2)CC1,32.0,3.2e-08,7.494850021680094
CHEMBL553535,Cl.N=C(NC12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(C3)C1)C2,16.0,1.6e-08,7.795880017344075
CHEMBL545007,Cl.N=C(NC1C[C@H]1c1ccccc1)NC12CC3CC(CC(C3)C1)C2,120.0,1.2000000000000004e-07,6.920818753952375
CHEMBL79616,N=C(N)N(c1ccccc1)c1ccccc1,100000.0,0.0001,4.0
CHEMBL119048,c1ccc(OCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,132.0,1.3200000000000004e-07,6.87942606879415
CHEMBL40676,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,101.0,1.01e-07,6.995678626217358
