action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,163876,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)/C=C/c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '14.26', 'le': '0.30', 'lle': '0.57', 'sei': '23.09'}",CHEMBL607158,,CHEMBL607158,5.44,0,http://www.openphacts.org/units/Nanomolar,197386,=,1,1,=,,IC50,nM,,3650.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,3650.0
,,163924,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)COc1ccc(Cl)cc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '18.48', 'le': '0.39', 'lle': '2.88', 'sei': '21.72'}",CHEMBL607333,,CHEMBL607333,7.12,0,http://www.openphacts.org/units/Nanomolar,197337,=,1,1,=,,IC50,nM,,76.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,76.0
,,164913,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1cc(Cl)c(Cl)cc1N)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '20.61', 'le': '0.43', 'lle': '3.94', 'sei': '15.98'}",CHEMBL607449,,CHEMBL607449,7.92,0,http://www.openphacts.org/units/Nanomolar,197353,=,1,1,=,,IC50,nM,,12.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,12.0
,,166299,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc(CC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)c1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '20.20', 'le': '0.38', 'lle': '3.58', 'sei': '20.37'}",CHEMBL606784,,CHEMBL606784,6.68,0,http://www.openphacts.org/units/Nanomolar,197358,=,1,1,=,,IC50,nM,,211.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,211.0
,,166351,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1cccc2ccccc12)[C@H]1CCCC[C@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '20.29', 'le': '0.37', 'lle': '2.86', 'sei': '30.21'}",CHEMBL607332,,CHEMBL607332,7.11,0,http://www.openphacts.org/units/Nanomolar,197343,=,1,1,=,,IC50,nM,,77.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,77.0
,,167516,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCc1ccccc1)[C@H]1CCCC[C@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '24.10', 'le': '0.45', 'lle': '3.33', 'sei': '106.53'}",CHEMBL607278,,CHEMBL607278,6.90,0,http://www.openphacts.org/units/Nanomolar,197371,=,1,1,=,,IC50,nM,,125.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,125.0
,,169976,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCc1ccc2ccccc2c1)[C@H]1CCCC[C@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '22.08', 'le': '0.41', 'lle': '2.71', 'sei': '114.69'}",CHEMBL606937,,CHEMBL606937,7.43,0,http://www.openphacts.org/units/Nanomolar,197372,=,1,1,=,,IC50,nM,,37.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,37.0
,Not Active,171145,[],CHEMBL803879,Compound was evaluated by measuring the affinity of compound to Sigma opioid receptor labelled with [3H](+)-3-PPP; no inhibition,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1cccc(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,,CHEMBL607388,,CHEMBL607388,,0,http://www.openphacts.org/units/Nanomolar,197349,,1,0,,,IC50,nM,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,
,,173497,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1ccc(Br)cc1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '17.51', 'le': '0.39', 'lle': '2.78', 'sei': '28.20'}",CHEMBL607274,,CHEMBL607274,6.64,0,http://www.openphacts.org/units/Nanomolar,197389,=,1,1,=,,IC50,nM,,228.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,228.0
,,173500,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)COc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '18.66', 'le': '0.35', 'lle': '2.97', 'sei': '18.01'}",CHEMBL607157,,CHEMBL607157,5.90,0,http://www.openphacts.org/units/Nanomolar,197385,=,1,1,=,,IC50,nM,,1247.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,1247.0
,,173503,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)CCc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '18.68', 'le': '0.35', 'lle': '2.39', 'sei': '24.94'}",CHEMBL607214,,CHEMBL607214,5.88,0,http://www.openphacts.org/units/Nanomolar,197383,=,1,1,=,,IC50,nM,,1335.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,1335.0
,,175947,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)COc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '18.06', 'le': '0.38', 'lle': '2.72', 'sei': '21.23'}",CHEMBL607275,,CHEMBL607275,6.96,0,http://www.openphacts.org/units/Nanomolar,197381,=,1,1,=,,IC50,nM,,110.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,110.0
,,175950,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1ccsc1)[C@H]1CCCC[C@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '18.53', 'le': '0.37', 'lle': '2.52', 'sei': '24.11'}",CHEMBL606838,,CHEMBL606838,5.68,0,http://www.openphacts.org/units/Nanomolar,197363,=,1,1,=,,IC50,nM,,2100.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,2100.0
,,175953,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN([C@H]1CCCC[C@H]1N1CCCC1)S(=O)(=O)c1ccccc1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '18.65', 'le': '0.37', 'lle': '3.31', 'sei': '14.81'}",CHEMBL2374421,,CHEMBL2374421,6.01,0,http://www.openphacts.org/units/Nanomolar,197373,=,1,1,=,,IC50,nM,,966.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,966.0
,,178426,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1ccccc1Cl)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '18.10', 'le': '0.36', 'lle': '2.31', 'sei': '25.73'}",CHEMBL607335,,CHEMBL607335,6.06,0,http://www.openphacts.org/units/Nanomolar,197346,=,1,1,=,,IC50,nM,,870.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,870.0
,,178429,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)cc1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '20.30', 'le': '0.38', 'lle': '3.61', 'sei': '20.46'}",CHEMBL607451,,CHEMBL607451,6.71,0,http://www.openphacts.org/units/Nanomolar,197357,=,1,1,=,,IC50,nM,,196.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,196.0
,,179773,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '19.76', 'le': '0.37', 'lle': '2.85', 'sei': '25.21'}",CHEMBL607391,,CHEMBL607391,5.94,0,http://www.openphacts.org/units/Nanomolar,197350,=,1,1,=,,IC50,nM,,1155.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,1155.0
,,179776,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)OCc1ccccc1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '19.06', 'le': '0.36', 'lle': '2.37', 'sei': '18.40'}",CHEMBL607156,,CHEMBL607156,6.03,0,http://www.openphacts.org/units/Nanomolar,197378,=,1,1,=,,IC50,nM,,928.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,928.0
,,182213,[],CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C(=O)Cc1ccc(Cl)cc1)[C@@H]1CCCC[C@@H]1N1CCCC1,,,CHEMBL1125016,J Med Chem,1990.0,"{'bei': '19.86', 'le': '0.39', 'lle': '2.90', 'sei': '28.24'}",CHEMBL607390,,CHEMBL607390,6.65,0,http://www.openphacts.org/units/Nanomolar,197348,=,1,1,=,,IC50,nM,,224.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,nM,UO_0000065,,224.0
,,188911,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,C=CCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '36.29', 'le': '0.66', 'lle': '5.15', 'sei': '270.37'}",CHEMBL545212,,CHEMBL1193750,8.76,0,http://www.openphacts.org/units/Nanomolar,108254,=,1,1,=,,IC50,nM,,1.738,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.76
,,188912,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc2c(c1)CCCC1CN(C3CCCCC3)CCC21,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '31.22', 'le': '0.58', 'lle': '4.09', 'sei': '273.14'}",CHEMBL555890,,CHEMBL1196092,8.85,0,http://www.openphacts.org/units/Nanomolar,108266,=,1,1,=,,IC50,nM,,1.413,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.85
,,190065,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc(CCCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '27.40', 'le': '0.50', 'lle': '3.70', 'sei': '258.33'}",CHEMBL539260,,CHEMBL1189670,8.37,0,http://www.openphacts.org/units/Nanomolar,108257,=,1,1,=,,IC50,nM,,4.266,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.37
,,191346,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '37.45', 'le': '0.69', 'lle': '5.14', 'sei': '265.13'}",CHEMBL555401,,CHEMBL1195822,8.59,0,http://www.openphacts.org/units/Nanomolar,108281,=,1,1,=,,IC50,nM,,2.57,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.59
,,191347,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,COc1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '28.30', 'le': '0.52', 'lle': '4.45', 'sei': '69.77'}",CHEMBL541052,,CHEMBL1190519,8.70,0,http://www.openphacts.org/units/Nanomolar,108263,=,1,1,=,,IC50,nM,,1.995,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.7
,,191349,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.O=[N+]([O-])c1ccc(CCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '25.15', 'le': '0.46', 'lle': '4.27', 'sei': '18.24'}",CHEMBL545447,,CHEMBL1193956,8.46,0,http://www.openphacts.org/units/Nanomolar,108258,=,1,1,=,,IC50,nM,,3.467,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.46
,,192486,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '32.14', 'le': '0.59', 'lle': '3.80', 'sei': '199.69'}",CHEMBL545448,,CHEMBL1193957,6.47,0,http://www.openphacts.org/units/Nanomolar,108283,=,1,1,=,,IC50,nM,,338.84,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-6.47
,,192487,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1coc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)c1,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '30.59', 'le': '0.56', 'lle': '4.35', 'sei': '49.94'}",CHEMBL545689,,CHEMBL1194164,8.18,0,http://www.openphacts.org/units/Nanomolar,108271,=,1,1,=,,IC50,nM,,6.607,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.18
,,192488,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,COc1ccc2c(c1)[C@H]1CCN(C)C[C@@H]1CC2.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '27.97', 'le': '0.52', 'lle': '3.79', 'sei': '51.88'}",CHEMBL2093875,,CHEMBL2109984,6.47,0,http://www.openphacts.org/units/Nanomolar,108276,=,1,1,=,,IC50,nM,,338.84,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-6.47
,,193702,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.Clc1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '26.71', 'le': '0.52', 'lle': '3.44', 'sei': '257.10'}",CHEMBL555398,,CHEMBL1195820,8.33,0,http://www.openphacts.org/units/Nanomolar,108260,=,1,1,=,,IC50,nM,,4.677,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.33
,,193703,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CN1CC[C@@H]2c3ccccc3CC[C@H]2C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '31.54', 'le': '0.58', 'lle': '3.68', 'sei': '195.99'}",CHEMBL2093876,,CHEMBL2109985,6.35,0,http://www.openphacts.org/units/Nanomolar,108277,=,1,1,=,,IC50,nM,,446.68,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-6.35
,,194806,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCN1CCC2c3ccccc3CCCC2C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '33.68', 'le': '0.62', 'lle': '4.44', 'sei': '267.59'}",CHEMBL555581,,CHEMBL1195917,8.67,0,http://www.openphacts.org/units/Nanomolar,108267,=,1,1,=,,IC50,nM,,2.138,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.67
,,199418,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,COc1ccc2c(c1)C1=C(CC2)CN(C)CC1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '23.81', 'le': '0.44', 'lle': '2.73', 'sei': '43.79'}",CHEMBL539504,,CHEMBL1189788,5.46,0,http://www.openphacts.org/units/Nanomolar,108249,=,1,1,=,,IC50,nM,,3467.37,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-5.46
,,200689,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCN1CCC2=C(CCCc3ccccc32)C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '32.89', 'le': '0.60', 'lle': '4.12', 'sei': '259.26'}",CHEMBL545217,,CHEMBL1193755,8.40,0,http://www.openphacts.org/units/Nanomolar,108268,=,1,1,=,,IC50,nM,,3.981,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.4
,,202027,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCN1CCC2=C(CCc3ccccc32)C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '33.74', 'le': '0.62', 'lle': '4.17', 'sei': '236.73'}",CHEMBL542390,,CHEMBL185841,7.67,0,http://www.openphacts.org/units/Nanomolar,108250,=,1,1,=,,IC50,nM,,21.38,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-7.67
,,203171,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,COc1ccc2c(c1)[C@@H]1CCN(C)C[C@@H]1CC2.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '25.63', 'le': '0.48', 'lle': '3.25', 'sei': '47.55'}",CHEMBL555418,,CHEMBL1195837,5.93,0,http://www.openphacts.org/units/Nanomolar,108282,=,1,1,=,,IC50,nM,,1174.9,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-5.93
,,206834,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc(CCN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '32.56', 'le': '0.59', 'lle': '5.21', 'sei': '292.90'}",CHEMBL540274,,CHEMBL1190143,9.49,0,http://www.openphacts.org/units/Nanomolar,108259,=,1,1,=,,IC50,nM,,0.3236,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-9.49
,,207923,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc2c(c1)CC[C@H]1CN(C34C[C@H]5C[C@@H](C3)C[C@@H](C4)C5)CC[C@@H]21,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '26.87', 'le': '0.49', 'lle': '3.63', 'sei': '266.67'}",CHEMBL553561,,CHEMBL1194940,8.64,0,http://www.openphacts.org/units/Nanomolar,108256,=,1,1,=,,IC50,nM,,2.291,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.64
,,207925,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCN1CCC2c3ccccc3CC2C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '34.70', 'le': '0.64', 'lle': '4.51', 'sei': '245.68'}",CHEMBL545687,,CHEMBL1194162,7.96,0,http://www.openphacts.org/units/Nanomolar,108269,=,1,1,=,,IC50,nM,,10.96,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-7.96
,,209105,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1csc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)c1,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '28.75', 'le': '0.56', 'lle': '3.85', 'sei': '251.54'}",CHEMBL554388,,CHEMBL1195353,8.15,0,http://www.openphacts.org/units/Nanomolar,108272,=,1,1,=,,IC50,nM,,7.079,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.15
,,211487,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCN1CC[C@H]2c3ccccc3CC[C@H]2C1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '33.69', 'le': '0.62', 'lle': '4.36', 'sei': '253.09'}",CHEMBL544282,,CHEMBL1192959,8.20,0,http://www.openphacts.org/units/Nanomolar,108252,=,1,1,=,,IC50,nM,,6.31,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.2
,,211489,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,CC(C)(C)c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1.Cl,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '21.02', 'le': '0.38', 'lle': '1.47', 'sei': '216.36'}",CHEMBL544280,,CHEMBL1192957,7.01,0,http://www.openphacts.org/units/Nanomolar,108262,=,1,1,=,,IC50,nM,,97.72,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-7.01
,,211491,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.O=[N+]([O-])c1ccc(CN2CC[C@H]3c4ccccc4CC[C@H]3C2)cc1,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '25.00', 'le': '0.46', 'lle': '3.91', 'sei': '17.38'}",CHEMBL544747,,CHEMBL1193356,8.06,0,http://www.openphacts.org/units/Nanomolar,108261,=,1,1,=,,IC50,nM,,8.71,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.06
,,212616,[],CHEMBL803929,In vitro for the binding affinity against sigma receptor by using [3H]DTG as radioligand in guinea pig cerebellum,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cl.c1ccc2c(c1)CC[C@H]1CN(C3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)CC[C@@H]21,,,CHEMBL1126294,J Med Chem,1992.0,"{'bei': '26.94', 'le': '0.49', 'lle': '3.80', 'sei': '267.28'}",CHEMBL544987,,CHEMBL1193560,8.66,0,http://www.openphacts.org/units/Nanomolar,108265,=,1,1,=,,IC50,nM,,2.188,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,Log IC50,,UO_0000065,,-8.66
