molecule_chembl_id,canonical_smiles,standard_value
CHEMBL301642,CC(=O)OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,227.0
CHEMBL57297,O=C(OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccccc1,3500.0
CHEMBL58283,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,2.0
CHEMBL61177,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12,88.0
CHEMBL293364,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccc(F)cc1,100.0
CHEMBL58566,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12)c1ccc(F)cc1,1.0
CHEMBL61304,Fc1cnc(N2CCN(CCCCc3ccc(F)c4ccccc34)CC2)nc1,213.0
CHEMBL60814,Fc1ccc(CCCCN2CCN(c3ncc(F)cn3)CC2)cc1,23.0
CHEMBL57606,OC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1,12.0
CHEMBL58601,Fc1ccc(SCCCN2CCN(c3ncc(F)cn3)CC2)cc1,51.0
CHEMBL322275,COc1cccc2c1CCCC2CCCN1CCN(c2ccccc2)CC1,198.0
CHEMBL424125,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)CCC2,64.1
CHEMBL174300,COc1ccccc1N1CCN(CC/C=C2\CCCc3ccccc32)CC1,55.0
CHEMBL367723,COc1ccc2c(c1)C(CCCN1CCN(c3cccc(C(F)(F)F)c3)CC1)CCC2,87.5
CHEMBL172363,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)CCC2,92.8
CHEMBL171181,COc1ccc2c(c1)C(CCCN1CCN(c3ccccn3)CC1)CCC2,125.0
CHEMBL148055,COc1cccc2c1CCC=C2CCCN1CCN(c2ccccc2)CC1,54.4
CHEMBL444590,COc1cccc2c1CCCC2CCCN1CCN(c2ccccn2)CC1,67.5
CHEMBL108241,COc1ccccc1N1CCN(CCNC2CCCc3c(OC)cccc32)CC1,151.0
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.64
CHEMBL172556,COc1ccc2c(c1)C(SCCN1CCN(c3ccccc3OC)CC1)CCC2,138.0
CHEMBL175300,COc1cccc2c1CCC=C2CCCN1CCN(c2ccccn2)CC1,52.0
CHEMBL140406,COc1cccc2c1CCC/C2=C\CCN1CCN(c2ccccn2)CC1,99.1
CHEMBL366459,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)=CCC2,53.5
CHEMBL172161,COc1ccccc1N1CCN(CCCC2=CCCc3c(OC)cccc32)CC1,33.0
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,263.0
CHEMBL367435,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)=CCC2,228.0
CHEMBL277302,COc1ccc2c(c1)C(CCCN1CCN(c3ccccn3)CC1)=CCC2,246.0
CHEMBL143110,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3)CC1)=CCC2,173.0
CHEMBL26929,COc1ccccc1N1CCN(CCCC2CCCc3c(OC)cccc32)CC1,59.9
CHEMBL174083,COc1ccccc1N1CCN(CCCC2CCCc3ccsc32)CC1,9.7
CHEMBL173190,COc1ccccc1N1CCN(CC/C=C2\CCCc3c(OC)cccc32)CC1,52.2
CHEMBL288623,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(n4c(O)nc5ccccc54)CC3)cc12,369.0
CHEMBL289767,O=c1cc(-c2ccccc2Cl)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,47.0
CHEMBL286353,CN(C)CCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,227.0
CHEMBL37508,O=c1cc(-c2ccccc2)oc2ccc(OCCCCN3CCC(O)CC3)cc12,337.0
CHEMBL288933,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCC(O)CC3)ccc12,33.0
CHEMBL340532,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,281.0
CHEMBL38322,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCOCC3)cc12,713.0
CHEMBL39445,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,100.0
CHEMBL39941,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCC(O)CC3)ccc12,55.0
CHEMBL291300,O=c1cc(-c2ccccc2)oc2c(OCCCCCCN3CCC(O)CC3)cccc12,36.0
CHEMBL446358,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)c(F)c1,235.0
CHEMBL6224,C1=C(c2ccccc2)CCNC1,1000.0
CHEMBL38514,O=c1cc(-c2cccc(Cl)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,156.0
CHEMBL39615,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCCN3CCC(O)CC3)cc12,79.0
CHEMBL287975,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCOCC3)cc12,239.0
CHEMBL40676,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,101.0
CHEMBL412640,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,55.0
CHEMBL35714,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCCN3CCC(O)CC3)ccc12,22.0
CHEMBL126086,COc1ccc(C(=O)CCN2CC=C(c3ccc(Cl)cc3)CC2)cc1OC,495.0
CHEMBL38897,CN(CCO)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,242.0
CHEMBL39163,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,119.0
CHEMBL37468,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ccccn3)cc12,235.0
CHEMBL37186,CN(C)CCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,165.0
CHEMBL39713,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCC3CCNC(CCO)C3)cc12,16.0
CHEMBL38983,CN(C)CCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,408.0
CHEMBL36928,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,119.0
CHEMBL35828,CN(C)CCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,334.0
CHEMBL38047,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCN3CCC(O)CC3)cc12,210.0
CHEMBL39480,CC(C)Cc1cc(=O)c2cc(OCCCCCN3CCC(O)CC3)ccc2o1,139.0
CHEMBL338181,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccccc1,4.0
CHEMBL38809,CN(CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1)Cc1ccccc1,52.0
CHEMBL38023,COc1ccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)cc1,493.0
CHEMBL126437,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(F)cc1,23.0
CHEMBL38392,CN(C)CCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,529.0
CHEMBL434593,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCCN3CCC(O)CC3)c12,116.0
CHEMBL36966,CN(C)CCCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,297.0
CHEMBL432859,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCCC3)cc12,24.0
CHEMBL418239,CN(C)CCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,590.0
CHEMBL39638,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCN3CCC(O)CC3)cc12,142.0
CHEMBL37138,O=c1cc(-c2ccccc2Cl)oc2ccc(OCCCCCCN3CCCCC3)cc12,60.0
CHEMBL130526,CCN(CC)CCC(=O)c1ccccc1,1250.0
CHEMBL37470,COc1c(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,93.0
CHEMBL340401,O=C(CCN1CCC(c2ccccc2)CC1)c1ccccc1,7.0
CHEMBL36491,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCCCC3)cc12,72.0
CHEMBL129521,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1,158.0
CHEMBL125913,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,25.0
CHEMBL39053,O=C1NCN(c2ccccc2)C12CCN(CCCCCCOc1ccc3oc(-c4ccccc4)cc(=O)c3c1)CC2,1200.0
CHEMBL40113,Cc1c(C2CCCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,84.0
CHEMBL126684,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(Br)cc1,66.0
CHEMBL38565,O=c1cc(-c2ccc(F)cc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,95.0
CHEMBL38952,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCN3CCC(O)CC3)ccc12,16.0
CHEMBL101664,Clc1ccc(C2=CCNCC2)cc1,50.0
CHEMBL38264,O=c1cc(-c2ccccc2)oc2ccc(OCCCN3CCC(O)CC3)cc12,130.0
CHEMBL40278,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCC(O)C3)cc12,86.0
CHEMBL39584,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ncccn3)cc12,1630.0
CHEMBL288466,O=c1cc(C2CCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,26.0
CHEMBL127067,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Br)cc1,100.0
CHEMBL412429,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCN3CCC(O)CC3)c12,54.0
CHEMBL289924,O=c1cc(-c2ccncc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,159.0
CHEMBL40115,O=c1cc(C2CCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,61.0
CHEMBL38585,CN(C)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,432.0
CHEMBL420344,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,500.0
CHEMBL39202,O=c1cc(-c2ccc(Cl)cc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,195.0
CHEMBL37256,O=c1cc(C2CCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,51.0
CHEMBL39809,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCC(O)CC3)ccc12,45.0
CHEMBL37088,CN(C)CCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1,605.0
CHEMBL38708,CCOC(=O)C1CCN(CCCCCCOc2ccc3oc(-c4ccccc4)cc(=O)c3c2)CC1,164.0
CHEMBL288148,COc1ccc(-c2cc(=O)c3cc(OCCCCCCN4CCC(O)CC4)ccc3o2)cc1,254.0
CHEMBL440606,Cc1c(-c2ccccc2)oc2ccc(OCCC/C=C/CN3CCC(O)CC3)cc2c1=O,99.0
CHEMBL40897,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCC3)cc12,84.0
CHEMBL290612,O=c1cc(-c2ccncc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,67.0
CHEMBL40016,O=c1cc(-c2ccccc2)oc2cccc(OCCCCN3CCC(O)CC3)c12,58.0
CHEMBL39001,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CC=C(c4ccc(Cl)cc4)CC3)cc12,49.0
CHEMBL130357,O=C(CCN1CC=C(c2ccccc2)CC1)c1ccccc1,8.0
CHEMBL39233,COc1cccc(-c2cc(=O)c3cc(OCCCCCCN4CCC(O)CC4)ccc3o2)c1,76.0
CHEMBL37149,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCN3CCC(O)CC3)cc12,217.0
CHEMBL126738,CCCN(CCC)CCC(=O)c1ccccc1,1250.0
CHEMBL38896,CCOC(=O)C1CCCN(CCCCCCOc2ccc3oc(-c4ccccc4)cc(=O)c3c2)C1,155.0
CHEMBL38460,O=c1cc(-c2cccc(F)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,129.0
CHEMBL36675,NCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,2100.0
CHEMBL38862,Cc1c(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,36.0
CHEMBL39583,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,88.0
CHEMBL129452,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1,0.5
CHEMBL289896,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)(c4ccc(Cl)cc4)CC3)cc12,109.0
CHEMBL435211,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1F,400.0
CHEMBL340541,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Cl)c(Cl)c1,158.0
CHEMBL38323,CCN(CC)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,91.0
CHEMBL38547,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCN(c4ccc(Cl)cc4)CC3)cc12,80.0
CHEMBL289702,CC1CCN(CCCCCCOc2ccc3oc(-c4ccccc4)cc(=O)c3c2)CC1,25.0
CHEMBL129695,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1Cl,105.0
CHEMBL38665,O=c1cc(-c2ccccc2)oc2cccc(OCCCN3CCC(O)CC3)c12,125.0
CHEMBL37150,O=c1cc(C2CCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,51.0
CHEMBL50115,CN(C)CCC(=O)c1ccccc1,5000.0
CHEMBL291132,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNC(CCO)C3)cc12,63.0
CHEMBL37410,COc1cccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)c1,320.0
CHEMBL39203,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,194.0
CHEMBL38294,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCCCN3CCC(O)CC3)c12,36.0
CHEMBL287894,CN(C)CCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,720.0
CHEMBL412674,Cc1ccccc1NC(=N)N(C)c1ccccc1C,6280.0
CHEMBL314423,CCc1cccc(NC(=N)N2CCc3ccccc32)c1,341.0
CHEMBL79437,CCCc1cccc(NC(=N)Nc2cccc(CCC)c2)c1,42.0
CHEMBL78083,CCc1ccc(NC(=N)Nc2ccc(CC)cc2)cc1,245.0
CHEMBL78306,N=C(Nc1cccc2c1CCCC2)Nc1cccc2c1CCCC2,59.0
CHEMBL315051,N=C(Nc1cccc2c1CCC2)Nc1cccc2c1CCC2,29.0
CHEMBL81626,CC(C)c1ccc(NC(=N)Nc2ccc(C(C)C)cc2)cc1,242.0
CHEMBL77675,N=C(Nc1ccccc1)Nc1ccccc1,397.0
CHEMBL88161,CN(C(=N)N(C)c1cccc2ccccc12)c1cccc2ccccc12,10700.0
CHEMBL78411,CC(C)(C)c1ccccc1NC(=N)Nc1ccccc1C(C)(C)C,356.0
CHEMBL78777,CCc1cccc(NC(=N)Nc2cccc(CC)c2)c1,8.0
CHEMBL90809,CCN(C(=N)Nc1cccc2ccccc12)c1cccc2ccccc12,6130.0
CHEMBL92484,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,2540.0
CHEMBL431214,N=C(Nc1cccc2ccccc12)N1CCC(c2ccccc2)CC1,343.0
CHEMBL280243,CC(C)c1ccccc1NC(=N)Nc1ccccc1C(C)C,88.0
CHEMBL88639,CN(C(=N)Nc1cccc(N)c1)c1cccc2ccccc12,13000.0
CHEMBL91791,N=C(Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,92.0
CHEMBL309603,Cc1cccc(NC(=N)Nc2cccc(C)c2)c1,43.0
CHEMBL88146,CCc1cccc(N(C)C(=N)N(CC)c2cccc3ccccc23)c1,2290.0
CHEMBL328986,CCc1cccc(NC(=N)N(C)c2cccc3ccccc23)c1,1000.0
CHEMBL91713,CCc1cccc(NC(=N)Nc2cccc3ccccc23)c1,54.0
CHEMBL421364,CN(C(=N)Nc1cccc2ccccc12)c1cccc([N+](=O)[O-])c1,6260.0
CHEMBL90643,CN(C(=N)Nc1cccc2ccccc12)c1ccccc1,2900.0
CHEMBL330551,Cc1cccc(NC(=N)N(C)c2cccc(C)c2)c1,247.0
CHEMBL81594,N=C(Nc1ccccc1-c1ccccc1)Nc1ccccc1-c1ccccc1,8110.0
CHEMBL310729,COc1ccccc1NC(=N)Nc1ccccc1OC,1990.0
CHEMBL314710,N=C(Nc1cccc2ccccc12)N1CCCCCC1,1410.0
CHEMBL81070,N=C(Nc1ccc(Br)cc1)Nc1ccc(Br)cc1,33.0
CHEMBL79509,N=C(Nc1cccc2ccccc12)Nc1cccc2ccccc12,165.0
CHEMBL91946,CN(C(=N)Nc1cccc2ccccc12)c1cccc(N)c1,2700.0
CHEMBL91145,N=C(Nc1cccc2ccccc12)N1CCCCC1,1070.0
CHEMBL129768,O[C@H](CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,28.0
CHEMBL310170,CCc1ccccc1NC(=N)Nc1ccccc1CC,14.0
CHEMBL91222,COc1cccc(NC(=N)Nc2cccc(OC)c2)c1,351.0
CHEMBL92095,CN(C(=N)Nc1cccc2cc3ccccc3cc12)c1cccc2ccccc12,2100.0
CHEMBL430455,N=C(Nc1cccc2ccccc12)NC1Cc2ccccc2C1,240.0
CHEMBL441453,N=C(N1CCc2ccccc21)N1CCc2ccccc21,7180.0
CHEMBL90975,N=C(NCc1ccccc1)Nc1cccc2ccccc12,140.0
CHEMBL90288,CN(C(=N)N(c1ccccc1)c1cccc2ccccc12)c1cccc2ccccc12,11000.0
CHEMBL312600,N=C(Nc1ccccc1I)Nc1ccccc1I,13.0
CHEMBL265549,CN(C(=N)Nc1cccc([N+](=O)[O-])c1)c1cccc2ccccc12,2640.0
CHEMBL90508,N=C(Nc1ccccc1I)Nc1cccc2ccccc12,40.0
CHEMBL420245,CCc1cccc(N(CC)C(=N)Nc2cccc3ccccc23)c1,2190.0
CHEMBL420979,Cc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1,1860.0
CHEMBL81678,N=C(Nc1cccc(I)c1)Nc1cccc(I)c1,125.0
CHEMBL90326,CN(C(=N)Nc1cccc2ccccc12)c1cccc(N=[N+]=[N-])c1,3020.0
CHEMBL91828,CC(C)c1ccccc1/N=C(\N)N(C)c1cccc2ccccc12,7250.0
CHEMBL88660,CCc1cccc(NC(=N)N2CCC(c3ccccc3)CC2)c1,60.0
CHEMBL314379,CCN(C(=N)N(C)c1cccc2ccccc12)c1cccc2ccccc12,8480.0
CHEMBL89344,CC(C)c1ccccc1/N=C(\N)Nc1cccc2ccccc12,91.0
CHEMBL329623,N=C(N1CCCc2ccccc21)N1CCCc2ccccc21,1370.0
CHEMBL313649,N=C(Nc1cccc2ccccc12)N(c1ccccc1)c1cccc2ccccc12,7930.0
CHEMBL431462,CN(C(=N)Nc1cccc(N=[N+]=[N-])c1)c1cccc2ccccc12,2740.0
CHEMBL89811,CCc1cccc(N(C)C(=N)N(C)c2cccc3ccccc23)c1,1210.0
CHEMBL88932,Cc1cccc(NC(=N)Nc2cccc3ccccc23)c1,75.0
CHEMBL82078,CC(C)c1cccc(NC(=N)Nc2cccc(C(C)C)c2)c1,96.0
CHEMBL81602,Cc1ccc(NC(=N)Nc2ccc(C)cc2)cc1,535.0
CHEMBL91628,CCc1cccc(NC(=N)N(C)c2cccc(CC)c2)c1,82.0
CHEMBL88465,CN(C(=N)Nc1cccc2ccccc12)c1cccc2ccccc12,4800.0
CHEMBL82246,N=C(Nc1ccccc1-c1ccccc1)Nc1cccc2ccccc12,935.0
CHEMBL539782,Br.N=C(NCc1ccccc1)NCc1ccccc1,90.0
CHEMBL543596,Cc1ccccc1/N=C(/N)Nc1ccc(N)cc1C.Cl,280.0
CHEMBL82247,Cc1ccccc1/N=C(/N)Nc1ccccc1/C=C/c1ccccc1,920.0
CHEMBL536782,Cc1ccccc1/N=C(/N)Nc1cccc(O)c1.Cl,207.0
CHEMBL82144,N=C1N(c2ccccc2)CCN1c1ccccc1,340.0
CHEMBL310003,N=C(Nc1ccccc1I)NC1CC2CCC1C2,5.0
CHEMBL543120,CCCCCCCCN=C(NC1CCCCC1)NC1CCCCC1.Cl,238.0
CHEMBL81735,Cc1ccccc1/N=C(/N)Nc1ccccc1[N+](=O)[O-],113.0
CHEMBL543121,CN=C(NC1CCCCC1)NC1CCCCC1.Cl,237.0
CHEMBL553074,CC12CC3CC(C)(C1)CC(/N=C(\N)Nc1ccccc1I)(C3)C2.Cl,16.0
CHEMBL545007,Cl.N=C(NC1C[C@H]1c1ccccc1)NC12CC3CC(CC(C3)C1)C2,120.0
CHEMBL79145,ON=C(NC1CCCCC1)NC1CCCCC1,271.0
CHEMBL78488,N/C(=N\C12CC3CC(CC(C3)C1)C2)Nc1ccccc1[N+](=O)[O-],30.0
CHEMBL553817,CC1(C)C2CCC1(C)C(/N=C(\N)Nc1ccccc1I)C2.Cl,18.0
CHEMBL79164,Cc1ccccc1/N=C(\N)NC1CCCCC1,12.0
CHEMBL81824,Cc1ccccc1/N=C(/N)Nc1ccc([N+](=O)[O-])cc1C,37.0
CHEMBL312588,Cc1cc([N+](=O)[O-])ccc1/N=C(/N)Nc1cccc(O)c1,118.0
CHEMBL81539,N=C(Nc1ccccc1C(F)(F)F)Nc1ccccc1C(F)(F)F,215.0
CHEMBL543355,Cl.N=C(Nc1ccccc1CCc1ccccc1)NC12CC3CC(CC(C3)C1)C2,112.0
CHEMBL553535,Cl.N=C(NC12CC3CC(CC(C3)C1)C2)NC12CC3CC(CC(C3)C1)C2,16.0
CHEMBL539360,Cl.N=C(Nc1ccccc1/C=C/c1ccccc1)NC12CC3CC(CC(C3)C1)C2,345.0
CHEMBL314469,NC1=Nc2ccccc2CN1c1ccccc1,4100.0
CHEMBL312806,C1CCC(NC(=NC2CC2)NC2CCCCC2)CC1,513.0
CHEMBL79665,Cc1ccccc1/N=C(\N)NC1CC2CCC1(C)C2(C)C,25.0
CHEMBL543123,Br.NC1=NCCN1c1ccccc1,3500.0
CHEMBL543602,Cl.N=C(Nc1ccccc1/C=C/c1ccccc1)NC1C2CC3CC(C2)CC1C3,370.0
CHEMBL545011,Cl.N=C(NC1CC2CCC1C2)NC1CC2CCC1C2,16.0
CHEMBL311074,NC1=Nc2cccc3cccc(c23)N1,10000.0
CHEMBL553896,Cl.N=C(Nc1ccccc1I)NC12CC3CC(CC(C3)C1)C2,6.0
CHEMBL540291,Cc1ccccc1/N=C(\N)NC12CC3CC(C)(CC(C)(C3)C1)C2.Cl,15.0
CHEMBL79616,N=C(N)N(c1ccccc1)c1ccccc1,100000.0
CHEMBL554972,Br.N=C(NC1CC2CCC1C2)NC1CC2CCC1C2,22.0
CHEMBL81773,Cc1ccccc1/N=C(\N)NC1CC2CCC1C2,7.7
CHEMBL81867,N=C(NC1CCCCC1)NC1CCCCC1,71.0
CHEMBL79186,Cc1ccccc1/N=C(/N)Nc1ccccc1I,21.0
CHEMBL81835,Cc1ccccc1/N=C(\N)NC12CC3CC(CC(C3)C1)C2,8.0
CHEMBL545471,Br.CNC(=N)NC,100000.0
CHEMBL78637,Cc1ccccc1/N=C(/N)Nc1c(C)cccc1C,70.0
CHEMBL78585,Cc1ccccc1/N=C(/N)Nc1ccccc1N,463.0
CHEMBL543597,Cl.N=C(NC1CCCCC1)NC12CC3CC(CC(C3)C1)C2,13.0
CHEMBL78356,Cc1cc(N)ccc1/N=C(/N)Nc1cccc(O)c1,962.0
CHEMBL79165,Cc1cc(N)ccc1NC(=N)Nc1ccc(N)cc1C,7150.0
CHEMBL78928,N=C(Nc1ccccc1I)Nc1ccccc1/C=C/c1ccccc1,1200.0
CHEMBL553536,CC(=O)[C@H]1CCC2C3CC=C4CC(/N=C(\N)Nc5ccccc5C)CC[C@]4(C)C3CC[C@@]21C.Cl,250.0
CHEMBL81461,Cc1ccccc1/N=C(\N)NC1C2CC3CC(C2)CC1C3,6.0
CHEMBL543839,Cl.N=C(NC1C2CC3CC(C2)CC1C3)NC1C2CC3CC(C2)CC1C3,203.0
CHEMBL557002,CC12CC3CC(C)(C1)CC(/N=C(\N)Nc1ccccc1/C=C/c1ccccc1)(C3)C2.Cl,970.0
CHEMBL556021,CC(C)(C)/N=C(\N)Nc1ccccc1I.Cl,21.1
CHEMBL541828,Cc1cc([N+](=O)[O-])ccc1NC(=N)Nc1ccc([N+](=O)[O-])cc1C.Cl,760.0
CHEMBL79436,Cc1cc(Br)ccc1NC(=N)Nc1ccc(Br)cc1C,37.0
CHEMBL310668,NC1=Nc2ccccc2-c2ccccc2N1,10000.0
CHEMBL556617,Cl.N=C(Nc1ccccc1/C=C/c1c(F)c(F)c(F)c(F)c1F)NC12CC3CC(CC(C3)C1)C2,245.0
CHEMBL80081,CCCCNC(=N)NCCCC,750.0
CHEMBL553347,Cl.N=C(Nc1ccccc1I)NC1C2CC3CC(C2)CC1C3,5.2
CHEMBL415077,N=C(Nc1ccccc1-c1ccccc1)NC12CC3CC(CC(C3)C1)C2,300.0
CHEMBL544537,Cc1ccccc1N/C(N)=N/C1CC[C@@]2(C)C(=CCC3C2CC[C@@]2(C)C3CC[C@@H]2C(C)CCCC(C)C)C1.Cl,10000.0
CHEMBL312318,Cc1cccc(C)c1NC(=N)Nc1c(C)cccc1C,90.0
CHEMBL115249,CCOc1ccc(CCOC(=O)N2CCN(CCCc3ccccc3)CC2)cc1,2170.0
CHEMBL326263,N#Cc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,702.0
CHEMBL275707,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,1480.0
CHEMBL336706,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1CCN=C=S,949.0
CHEMBL113956,CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,482.0
CHEMBL115280,O=C1NCN(c2ccccc2)C12CCN(Cc1cccc(Oc3ccccc3)c1)CC2,1250.0
CHEMBL138438,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1CCCCCCN=C=S,707.0
CHEMBL114280,Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,328.0
CHEMBL115652,O=C1NCN(c2ccccc2)C12CCN(Cc1cc3c(cc1Cl)OCO3)CC2,581.0
CHEMBL336707,CC1CN(CCCn2c3ccccc3c3ccccc32)CC(C)N1CCCN=C=S,1830.0
CHEMBL2112760,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1C,897.0
CHEMBL305187,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,3.9
CHEMBL122334,O=C1CNC(=O)N1,62.0
CHEMBL121919,c1cc2c(cn1)CCCC2,56.0
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,851.14
