molecule_chembl_id,canonical_smiles,standard_value
CHEMBL267930,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,954.99
CHEMBL317029,CN(C)C1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1,0.7079
CHEMBL134109,CCCN(C)C1Cc2ccccc2C(c2ccccc2)C1,4.467
CHEMBL320435,CN(C)C1CCc2ccccc2C1c1ccccc1,954.99
CHEMBL143612,c1ccc(C(OCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)c2ccccc2)cc1,10000.0
CHEMBL140104,c1ccc(CCCNCCCCNCCOC(c2ccccc2)c2ccccc2)cc1,1050.0
CHEMBL142522,c1ccc(C(OCCN2CCNCC2)c2ccccc2)cc1,1480.0
CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1.0
CHEMBL105645,CN(C)C1Cc2cc(O)c(O)cc2C(c2ccccc2)C1,6.166
CHEMBL104622,CN(C)C1CCc2ccccc2C(c2ccccc2)C1,85.11
CHEMBL140054,C[C@@H]1CN(CCOC(c2ccccc2)c2ccccc2)[C@@H](C)CN1CCCc1ccccc1,8.6
CHEMBL143407,C[C@@H]1CN(CCCc2ccccc2)[C@@H](C)CN1,8.5
CHEMBL415284,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,735.0
CHEMBL781,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,234.42
CHEMBL142617,Fc1ccc(C(OCCN2CCNCC2)c2ccc(F)cc2)cc1,965.0
CHEMBL348432,C[C@@H]1CN(CCCc2ccccc2)[C@@H](C)CN1CCCc1ccccc1,8.5
CHEMBL279676,c1csc(C2(N3CCCCC3)CCCCC2)c1,2060.0
CHEMBL104945,CN(C)C1Cc2ccccc2C(c2ccccc2)C1,0.5248
CHEMBL42055,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,14.79
CHEMBL597,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,549.54
CHEMBL62,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,389.05
CHEMBL346409,c1ccc(CCCN2CCN(CCCc3ccccc3)CC2)cc1,0.5
CHEMBL142518,C[C@@H]1CN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)[C@@H](C)CN1,65.0
CHEMBL134215,CCCN(CCC)C1Cc2ccccc2C(c2ccccc2)C1,12.88
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,10000.0
CHEMBL3,CN1CCC[C@H]1c1cccnc1,10000.0
CHEMBL133847,CCCNC1Cc2ccccc2C(c2ccccc2)C1,58.88
CHEMBL142041,CN(CCCc1ccccc1)CCN(C)CCOC(c1ccccc1)c1ccccc1,34.0
CHEMBL80,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,100000.0
CHEMBL143846,NCCCCNCCOC(c1ccccc1)c1ccccc1,10000.0
CHEMBL54661,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.239
CHEMBL1255588,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,52.48
CHEMBL104444,CNC1Cc2ccccc2C(c2ccccc2)C1,79.43
CHEMBL141876,c1ccc(CCCN2CCCCC(NCCOC(c3ccccc3)c3ccccc3)C2)cc1,78.0
CHEMBL275528,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,868.0
CHEMBL320190,CN(C)C1Cc2ccccc2C(C)(c2ccccc2)C1,5.495
CHEMBL485253,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,912.01
CHEMBL342120,C[C@@H]1CN(CCOC(c2ccccc2)c2ccccc2)[C@@H](C)CN1CCOC(c1ccccc1)c1ccccc1,4001.0
CHEMBL102119,Fc1ccc(C(OCCN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c2ccc(F)cc2)cc1,10000.0
CHEMBL342121,c1ccc(CCCN2CCCCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,180.0
CHEMBL357008,c1ccc(CCCNC2CCCCN(CCOC(c3ccccc3)c3ccccc3)C2)cc1,83.0
CHEMBL284237,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,10000.0
CHEMBL358758,C[C@@H]1CN(CCOC(c2ccccc2)c2ccccc2)[C@@H](C)CN1,67.0
CHEMBL323287,CCN(CC)C1Cc2ccccc2C(c2ccccc2)C1,2.239
CHEMBL142337,C[C@@H]1CN(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)[C@@H](C)CN1CCOC(c1ccc(F)cc1)c1ccc(F)cc1,3640.0
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,10000.0
CHEMBL282567,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,1584.89
CHEMBL143648,CNCCN(C)CCOC(c1ccccc1)c1ccccc1,231.0
CHEMBL18786,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,181.97
CHEMBL143750,c1ccc(CCCN2CCNCC2)cc1,109.0
CHEMBL142953,c1ccc(CCCN2CCCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,26.0
CHEMBL55873,COc1ccc(/N=C(\N)NC23CC4CC(CC(C4)C2)C3)c(C)c1,7.0
CHEMBL276500,CCCN1CCCC(c2cccc(O)c2)C1,76.0
CHEMBL293059,N=C(Nc1ccccc1F)NC12CC3CC(CC(C3)C1)C2,8.0
CHEMBL442356,Cc1cc(F)ccc1/N=C(\N)NC12CC3CC(CC(C3)C1)C2,3.2
CHEMBL299499,N=C(Nc1ccc(I)cc1)NC12CC3CC(CC(C3)C1)C2,2.8
CHEMBL301623,COc1ccccc1/N=C(\N)NC12CC3CC(CC(C3)C1)C2,17.0
CHEMBL55970,N=C(Nc1ccccc1I)NC12CC3CC(CC(C3)C1)C2,6.2
CHEMBL292668,COc1ccc(NC(=N)NC23CC4CC(CC(C4)C2)C3)cc1,10.0
CHEMBL292450,N=C(Nc1ccc(F)cc1)NC12CC3CC(CC(C3)C1)C2,9.0
CHEMBL54407,COc1cccc(NC(=N)NC23CC4CC(CC(C4)C2)C3)c1,7.0
CHEMBL413257,N=C(Nc1cccc(F)c1)NC12CC3CC(CC(C3)C1)C2,13.0
CHEMBL55769,N=C(Nc1cccc(I)c1)NC12CC3CC(CC(C3)C1)C2,8.0
CHEMBL331006,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1,1473.0
CHEMBL119698,O=C1c2ccccc2C(=O)N1CCN1C2CCC1c1c([nH]c3ccccc13)C2,8085.0
CHEMBL119047,c1ccc(OCCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,88.0
CHEMBL119889,CC(C)n1c2c(c3ccccc31)C1CCC(C2)N1CCCCc1ccccc1,231.0
CHEMBL119485,C(=C/c1ccccc1)\CN1C2CCC1c1c([nH]c3ccccc13)C2,133.0
CHEMBL285203,O=C1CC2(CCCC2)CC(=O)N1CCCCN1C2CCC1c1c([nH]c3ccccc13)C2,54.0
CHEMBL117898,c1coc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,28.0
CHEMBL333840,c1ccc(CCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,81.0
CHEMBL119811,Fc1ccc(OCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,55.0
CHEMBL331500,c1ccc(CCCCN2C3CCC2c2c(n(Cc4ccccc4)c4ccccc24)C3)cc1,267.0
CHEMBL115582,c1ccc2c3c([nH]c2c1)CC1CCC3N1CCCCc1nccs1,66.0
CHEMBL119725,O=C1c2ccccc2C(=O)N1CCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2,836.0
CHEMBL117695,CCN1C2CCC1c1c([nH]c3ccccc13)C2,3560.0
CHEMBL332593,c1ccc(OCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,110.0
CHEMBL118289,Clc1ccc(OCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1Cl,400.0
CHEMBL116710,CN(CCc1ccc(Cl)c(Cl)c1)CCN1C2CCC1c1c([nH]c3ccccc13)C2,509.0
CHEMBL325619,Clc1ccc(CCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1Cl,702.0
CHEMBL325845,CC/C=C/N1C2CCC1c1c([nH]c3ccccc13)C2,683.0
CHEMBL119048,c1ccc(OCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,132.0
CHEMBL323910,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1Cc1ccccc1I,3044.0
CHEMBL117748,CN(CCN1C2CCC1c1c([nH]c3ccccc13)C2)C(=O)Cc1ccc(Cl)c(Cl)c1,1612.0
CHEMBL118665,c1ccc(CCN2C3CCC2c2c(n(Cc4ccccc4)c4ccccc24)C3)cc1,482.0
CHEMBL118288,c1ccc(CN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,345.0
CHEMBL331611,c1ccc(C(CCN2C3CCC2c2c([nH]c4ccccc24)C3)c2ccccc2)cc1,1483.0
CHEMBL119495,CCCN1C2CCC1c1c([nH]c3ccccc13)C2,1084.0
CHEMBL332035,c1ccc(CCCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,107.0
CHEMBL116711,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1CCCN1Cc2ccccc2C1,54.0
CHEMBL119409,OCCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2,317.0
CHEMBL119804,c1ccc(CCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,234.0
CHEMBL325168,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1CCCc1cccnc1,44.0
CHEMBL35711,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1CCCCc1ccccc1,38.0
CHEMBL116207,c1ccc2c(c1)CN(CCN1C3CCC1c1c([nH]c4ccccc14)C3)C2,141.0
CHEMBL285541,c1ccc2c3c([nH]c2c1)CC1CCC3N1,5000.0
CHEMBL118445,c1ccc(-n2c3c(c4ccccc42)C2CCC(C3)N2)cc1,1895.0
CHEMBL117567,Fc1ccc2[nH]c3c(c2c1)C1CCC(C3)N1Cc1ccccc1,86.0
CHEMBL36645,O=C(CCCN1C2CCC1c1c([nH]c3ccccc13)C2)c1ccc(F)cc1,129.0
CHEMBL118276,CN1C2CCC1c1c([nH]c3ccccc13)C2,2650.0
CHEMBL38130,c1ccc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,25.0
CHEMBL433022,c1ccc(CCCCN2C3CCC2c2c(n(-c4ccccc4)c4ccccc24)C3)cc1,212.0
CHEMBL442395,Fc1ccc2[nH]c3c(c2c1)CN(CCCc1ccncc1)CC3,182.0
CHEMBL324092,Clc1ccc(OCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,251.0
CHEMBL38152,Fc1ccc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)cc1,37.0
CHEMBL346389,O=C1COc2cc(CN3CCN(c4ccc(Cl)cc4)CC3)ccc2N1,285.0
CHEMBL119075,Cn1c2c(c3ccccc31)C1CCC(C2)N1CCCCc1ccccc1,116.0
CHEMBL119867,c1csc(CCCCN2C3CCC2c2c([nH]c4ccccc24)C3)c1,21.0
CHEMBL371741,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCN1CCCCC1,16.0
CHEMBL195676,CN1CCN(CCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)CC1,100.0
CHEMBL366163,CN(C)CCCN1CCN(CCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)CC1,1000.0
CHEMBL196385,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCN1CCN(CCO)CC1,100.0
CHEMBL193655,CC(C)NC(=O)CN1CCN(CCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)CC1,100.0
CHEMBL381653,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCN1CCCCC1,21.5
CHEMBL193335,CN1CCN(CCCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)CC1,100.0
CHEMBL195677,CN(C)CCCN1CCN(CCCN2C(=O)[C@@H]3Cc4ccccc4CN3C2=O)CC1,100.0
CHEMBL193485,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCN1CCN(CCO)CC1,100.0
CHEMBL194967,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCN1CCN(Cc2ccccc2)CC1,32.0
CHEMBL370739,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCN1CCN(Cc2ccc3c(c2)OCO3)CC1,23.8
CHEMBL196100,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCNC1CCN(Cc2ccccc2)CC1,82.3
CHEMBL196988,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCNCc1ccccc1,9.6
CHEMBL371156,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1CCCNCCCCc1ccccc1,10.5
CHEMBL196587,CN(CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,4.5
CHEMBL196257,CN(CCc1ccccc1)CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O,12.6
CHEMBL193662,CN(CCCc1ccccc1)CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O,13.6
CHEMBL194687,CN(CCCCc1ccccc1)CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O,3.2
CHEMBL194738,CN(CCCCCc1ccccc1)CCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O,2.9
CHEMBL365754,CN(CCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,3.9
CHEMBL365786,CN(CCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)CCc1ccccc1,2.1
CHEMBL366167,CN(CCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,4.2
CHEMBL194797,CN(CCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)CCc1ccccc1,9.9
CHEMBL194796,CN(CCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,5.0
CHEMBL195994,CN(CCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)CCc1ccccc1,11.7
CHEMBL194640,CN(CCCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,9.4
CHEMBL194694,CN(CCCCCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)CCc1ccccc1,29.5
CHEMBL195781,O=Cn1ccnc1N(CCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,100.0
CHEMBL193699,O=C1[C@@H]2Cc3ccccc3CN2C(=O)N1C1CCN(Cc2ccccc2)CC1,2.4
CHEMBL195573,CN(CCCN1C(=O)[C@@H]2Cc3ccccc3CN2C1=O)c1ccccc1,100.0
CHEMBL193805,O=C1[C@@H]2Cc3ccccc3CN2C(=S)N1CCN1CCCCC1,0.9
CHEMBL439859,O=C1N(CCN2CCCCC2)C[C@@H]2Cc3ccccc3CN12,54.0
CHEMBL383147,c1ccc2c(c1)C[C@H]1CN(CCN3CCCCC3)CN1C2,77.0
CHEMBL373271,O=C1[C@@H]2Cc3ccc(O)cc3CN2C(=O)N1CCN1CCCCC1,1000.0
CHEMBL195302,O=C1[C@@H]2Cc3ccccc3N2C(=O)N1CCCN1CCCCC1,66.0
CHEMBL195303,O=C1[C@@H]2CCCCN2C(=O)N1CCN1CCCCC1,1000.0
CHEMBL195304,O=C1[C@H]2Cc3ccccc3CN2C(=O)N1CCN1CCCCC1,6.6
CHEMBL556798,CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc3c(c1)OCCO3)CC2.Cl,183.0
CHEMBL250699,COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,10000.0
CHEMBL493677,CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,20.0
CHEMBL1089752,CN(CCCN1C(=O)[C@H]2Cc3ccccc3CN2C1=O)Cc1ccccc1,1000.0
CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],1289.0
CHEMBL253376,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,61.0
CHEMBL990,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,3953.3
CHEMBL1201203,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,139.0
CHEMBL296419,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,2246.0
CHEMBL188921,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,2170.5
CHEMBL633,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,97.0
CHEMBL629,CN(C)CCC=C1c2ccccc2CCc2ccccc21,1031.0
CHEMBL1902981,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,4.055
CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,21109.0
CHEMBL30008,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,25.0
CHEMBL726,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,20.0
CHEMBL1201353,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,1658.0
CHEMBL1628227,CN(C)CCC=C1c2ccccc2COc2ccccc21,631.0
CHEMBL1626,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,34.0
CHEMBL248702,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,516.0
CHEMBL936,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,256.0
CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,994.0
CHEMBL1123,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,4.89
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,398.0
CHEMBL926,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,2518.0
CHEMBL954,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,29.0
CHEMBL1200406,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,1158.0
CHEMBL71,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,451.0
CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,40.0
CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1362.0
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3055.0
CHEMBL1198,CCCCOc1ccc(OCCCN2CCOCC2)cc1,121.0
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,5366.0
CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,271.0
CHEMBL643,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,287.0
CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,2610.0
CHEMBL75880,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,2599.2
CHEMBL511,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1558.0
CHEMBL1196,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,238.0
CHEMBL1909072,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,114.0
CHEMBL1400945,CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,21300.0
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,2870.0
CHEMBL716,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,2293.5
CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,24.2
CHEMBL728,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,54.0
CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,773.0
CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,26280.0
CHEMBL60889,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,305.6
CHEMBL429,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1815.0
CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,180.0
CHEMBL841,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,628.0
CHEMBL1490,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,108.0
CHEMBL2107687,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-],475.0
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2203.0
CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,1673.0
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,363.0
CHEMBL83,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,21.0
CHEMBL822,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,560.2
CHEMBL275742,CC(C)NC[C@@H](O)COc1cccc2ccccc12,3974.0
CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,6665.0
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,69.7
CHEMBL404849,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,117.2
CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,426.0
CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,508.0
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,681.0
CHEMBL1076211,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,13.0
CHEMBL2023828,c1ccc(C(c2ccc(N3CCOCC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,100.0
CHEMBL2023823,CN1CCN(c2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,3.2
CHEMBL2023824,CCN1CCN(c2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,2.9
CHEMBL2023825,c1ccc(C(c2ccc(N3CCN(C4CCCCC4)CC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,0.27
CHEMBL2023826,c1ccc(CN2CCN(c3ccc(C(c4ccccc4)C45CC6CC(CC(C6)C4)C5)cc3)CC2)cc1,63.3
CHEMBL2023827,c1ccc(C(c2ccc(N3CCNCC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,12.4
CHEMBL2204679,c1ccc(C(c2ccc(CCCN3CCCCC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,12.3
CHEMBL2204678,c1ccc(C(c2ccc(CCCN3CCNCC3)cc2)C23CC4CC(CC(C4)C2)C3)cc1,42.0
CHEMBL2204677,c1ccc(CN2CCN(CCCc3ccc(C(c4ccccc4)C45CC6CC(CC(C6)C4)C5)cc3)CC2)cc1,36.1
CHEMBL2204675,CN1CCN(CCCc2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,48.1
CHEMBL2204672,CN1CCN(CCc2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,2.9
CHEMBL2204668,CN1CCN(Cc2ccc(C(c3ccccc3)C34CC5CC(CC(C5)C3)C4)cc2)CC1,5.2
CHEMBL2391351,CCCCCN(C)C(=O)CN1CCNC2(CCCCC2)C1,210.0
CHEMBL2391354,O=C(CN1CCN2CCCCC2C1)NC1CCCCC1,270.0
CHEMBL2391353,O=C(CN1CCN2CCC[C@H]2C1)NC1CCCCC1,2250.0
CHEMBL2391352,O=C(CN1CCN2CCC[C@@H]2C1)NC1CCCCC1,390.0
CHEMBL2391539,CC(C(=O)NCCC1CCCCCCC1)N1CCN(C(=O)C2CCCCC2)CC1,11600.0
CHEMBL2391382,CC(C)(C(=O)NC1CCCCC1)N1CCN(C2CCCC2)CC1,500.0
CHEMBL2391381,CC(=O)N1CCCN(CCC(=O)NC2CCCCCC2)CC1,18000.0
CHEMBL2391380,CCCCCN(C)C(=O)CN1CCCNCC1,15200.0
CHEMBL2391379,CN1CCCN(CC(=O)NCCCC2CCCC2)CC1,930.0
CHEMBL2391378,CC(C)N1CCCN(CC(=O)N[C@H](C)C(C)(C)C)CC1,11800.0
CHEMBL2391377,CCC(=O)N1CCN(C(C)C(=O)NC2CCCC2)CC1,100000.0
CHEMBL2391376,C[C@@H]1[C@@H](NC(=O)CN2CCN(C3CCCCC3)CC2)C[C@H]2C[C@@H]1C2(C)C,180.0
CHEMBL2391375,CC(C)(C)CCNC(=O)CN1CCN(C(=O)C2CCCCC2)CC1,21100.0
CHEMBL2391374,CC(C)NC(=O)C(C)(C)N1CCN(C2CCCCC2)CC1,8410.0
CHEMBL2391373,C[C@@H]1[C@@H](NC(=O)CN2CCNCC2)C[C@H]2C[C@@H]1C2(C)C,15800.0
CHEMBL2391372,O=C(CN1CCNCC1)N[C@H]1C[C@@H]2CC[C@H]1C2,86800.0
CHEMBL2391371,CC(C)(C)CCNC(=O)CN1CCNCC1,18800.0
CHEMBL2391369,CC(C(=O)NCCC1CCCCCCC1)N1CCNCC1,7240.0
CHEMBL2391368,O=C(CN1CCN(C2CCCC2)CC1)NC1CCCCC1,430.0
CHEMBL2391540,CN(C(=O)CN1CCNCC1)C1CCCC1,100000.0
CHEMBL2391367,CCC(=O)N1CCN(CC(=O)NC2CCCCC2)CC1,100000.0
CHEMBL2391366,CCC(=O)N1CCN(CC(=O)NC(CC)CC)CC1,100000.0
CHEMBL2391365,CCCCC(C(=O)NC1CCCCC1)N1CCNCC1,11500.0
CHEMBL2391364,CCCCN(CCC)C(=O)CN1CCNCC1,16300.0
CHEMBL2391363,O=C(CCN1CCN(C(=O)C2CC2)CC1)NC1CCCCC1,8830.0
CHEMBL2391362,CCCCN(CCC)C(=O)CN1C[C@H](C)NC[C@H]1C,7600.0
CHEMBL2391361,CCC(CC)NC(=O)CN1CCCN(C)CC1,15200.0
CHEMBL2391360,CCC(=O)N1CCN(CC(=O)NCC(C)CC)CC1,100000.0
CHEMBL2391359,CCN1CCN(CC(=O)N(C)C2CCCC2)CC1C,1200.0
CHEMBL2391358,CCC(C(=O)NC1CCCCC1)N1CCN(C2CCCC2)CC1,590.0
CHEMBL2391357,CN1CCCN(CC(=O)NC2CCCCC2)CC1,3250.0
CHEMBL2391356,CC(C)NC(=O)CN1CCNCC1,100000.0
